																															Class	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA
																															File type	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	Sample	NA	NA
778	11.745	268.01443	Unknown	[M+H]+		0.349	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	11.42	180821_Std_4uMStdsMix2InMatrix_1	268.01443:1073794 269.01778:61014 270.02114:0		13103896	2789594	1515401	5129376	5019144	11186219	14434661	5594259	3349230	10761236	5513192	12091661	22236282	1305392	3222532	701684	5326128	6242362	9673545	4892441	2441496	11348903	518269	709865	361900	390479	3949545	3143600	11418467	10124447	8968437	13852495	15209724	3596499	16168329	7842847	12446178	976210	3483178	32165762	5987399	8505811	20653558	16985524	19138534	11687123	30167632	6238596	14920221	13354287	2137371	9066216	6955870	1847527	1223404	9369319	7875801	3382267	9150626	15242638	5497656	25306844	6783750	17437376	10460067	4741003	24621592	1917093	7904119	4357472	3133098	12395888	10884264	24531210	2848546	7552354	4338441	16866138	12546505	10676456	9805969	7471003	8553433	5675044	9306589	4890734	8756442	6750068	18305598	9178930	5836060	17100442	37119104	7637951	7194313	5001658	1704901	2106334	5533780	3157988	4996058	12210803	7714937	3782452	3415676	2259127	15585161	11823377	2179938	3839351	2636846	7805366	6167858	8939637	11650125	14868687	22999562	3451699	1999240	5839445	3400812	6735622	1261460	11891907	34594572	23048926	13608936	7419562	6434337	9808547	2949640	9915471	7776026	11875762	10230365	13277524	9345351	12831731	9937384	1957725	38453800	9572082	10338548	7172352	17346636	10301937	9374199.72089041	7349400.59226175
779	7.358	268.01447	Unknown	[M+H]+		0.233	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.02	180821_Smp_MS4C115m_B	268.01447:637571 269.01782:206846 270.02118:0		6897262	9624357	6158809	2159131	4258062	7738506	2797723	21096144	2467984	6124922	11666670	11396658	7676873	528916	465052	1391476	8378840	3371908	7076540	3951011	2707415	3964534	648197	491449	1153916	484479	9344389	3604037	7336705	1378129	1861139	10600974	2741483	5867814	8620443	5701984	31844010	1598308	2596058	3132563	1566033	6894862	5420564	9259793	12735454	1299154	8238945	4584444	4886653	3253480	7717415	7663684	6344256	4459915	10278553	5787703	6110500	6179152	6225840	7216296	13873164	10842806	10620484	12341379	9719793	4721562	6980875	5441141	7457436	11620344	11910025	2320219	1502712	6170051	13267098	7788422	4819729	10664024	2963545	9548928	4911500	8023406	5320042	6179278	1756681	2644187	12911944	10349664	5365722	2827457	9596738	7185244	9360358	2349850	12654786	12132313	5946466	7937560	5389316	4669741	10536474	3029830	4607386	2005638	8957929	10487511	1582159	5347000	10002947	12712969	10903781	6484518	4066688	6292029	12284203	12190824	5492964	5618777	1147575	4655324	2206186	4590020	6176304	11420227	12578099	4866209	8204256	7087846	6067836	8275171	3589042	2109458	6611734	1167052	15932421	9055959	10200692	7650852	3698710	16877600	12871379	8494129	10158631	14678128	10387599	11178919	6942839.33261986	4455530.86114981
780	9.205	268.01453	Unknown	[M+NH4]+	adduct linked to 742_[M+H]+	0.884	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	14.19	180821_Smp_MS8C1175m_B	268.01453:782103 269.01788:140255 270.02124:0		4347009	6026518	5068778	5619280	7159844	4831936	39929648	23092652	16425468	20967860	23478202	35796108	30960168	4384094	10130713	8607978	22827752	16397748	24304246	23776574	35046664	26760898	539385	770010	1457635	1649443	14396371	9859887	17966546	17703796	36354720	30411590	15630323	14459317	22159198	18538894	32706982	34038564	16246268	21390658	30932436	22215910	18834764	24473196	21075100	19995786	22306430	15311444	2530464	37657772	19410986	23059236	26686632	17877826	19519720	23025896	44182628	33771116	13095422	22311260	21105252	22740504	19438848	16891682	20457084	23046246	22552748	21087384	41192908	26919048	16780346	23233902	22948502	33117926	30894788	34305252	32194226	32567070	20565440	29491762	21136072	21260546	15067399	35472412	22616060	17933608	31937250	37049456	33301646	15411463	33638184	19160168	41676916	37887144	23461328	19728844	16061519	29506792	18186668	15013235	20599200	29201280	23695794	24721696	14147456	25245724	22862526	34846248	29697236	22808656	15979679	40704084	19591768	23485864	23829358	23508286	24884442	12518714	26873998	16990830	24894592	22523106	17038922	32467828	21779522	25032738	22905998	21780294	23889612	32747010	15509987	21228186	8190950	8942106	28655316	36835224	38412956	5680624	9598653	9036217	5928446	24077658	26659150	27302012	27961802	40705196	22147317.2504281	9652027.07841644
781	12.182	268.06033	Unknown	[M+ACN+H]+	adduct linked to 662_[M+H]+	0.226	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	18.92	180821_Smp_MS12C1DCM_C	268.06033:78617 269.06368:0 270.06704:0		113340	85256	8629	113338	89678	7120	81413	5279	166718	158066	260595	230522	260546	156239	2571	155888	3783	8344	55059	52953	63208	95216	114727	216001	329964	207918	6680	265300	255792	260215	337322	348620	225158	15531	248555	131956	315721	307117	69860	78752	8496	307208	123943	353800	394876	307967	301841	61552	57350	133190	157822	141623	354364	216770	389996	290442	97821	73597	17585	265126	140571	464954	359938	160396	320399	8397	59124	63642	219869	245483	74035	239028	221843	324689	45997	35519	68878	257423	183111	282175	232878	260210	168353	49819	25800	130286	205841	335672	368524	34304	412460	326422	24299	10321	26600	437113	26167	479516	448388	238418	165455	55798	19617	55428	413626	743864	987865	296909	439556	396879	8745	8491	89054	235113	212025	384823	201861	18768	243741	7132	8415	10182	34486	231276	681709	547129	409590	20653	50486	85065	45818	15348	90795	67574	252411	368885	387446	265177	13282	110871	17841	300271	312864	224790	308771	309611	192716.970024213	164043.131719196
782	4.52	268.10364	Unknown	[M+IsoProp+Na+H]+	adduct linked to 577_[M+NH4]+	0.938	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	117.39	180821_Poo_Day1Poo_DDApos20	268.10422:1367860 269.10757:162067 270.11093:72773	58.15595:2098 65.098:1782 82.71401:1836 86.93842:2291 117.17431:1783 118.68604:1766 124.48257:2016 129.56038:2108 133.0499:4690 136.06198:885636 137.05919:5441 137.06538:20241 155.63585:1892 169.08183:2325 169.09:1828 190.38402:1876 196.38913:1915 212.73322:2088 222.77832:8096 223.97783:2606 250.98773:3752 251.45717:2090 252.22533:2032 267.22668:6854 268.10419:614718	518889	291497	78756	111037	249564	1145778	444932	40800332	33916832	40207400	37897468	59920584	60308992	31083606	29576492	31633816	19405418	17415772	20528250	19622582	29672264	29839568	32141698	18060822	32562766	21459430	21938538	18702694	18690024	19584376	29345032	30792022	80372608	80335576	57128264	26677168	119270936	116467680	11203139	17114702	23695486	38461984	32957734	94655376	25827416	54642100	33230138	18935854	9590106	31022878	29639432	51172920	39761020	35733668	71851000	30904530	28053026	34655860	15760748	28459034	36666992	52155596	30764922	20321072	63736180	15209449	13647182	23438186	66507768	52109952	56680460	44746856	41991044	78836352	20001156	18201644	35031224	41295960	59678136	57439852	31126458	41894272	20848918	12844029	9373509	12179242	69077288	113792632	131154744	22741584	67036588	32571746	13382860	20704128	26568982	29388026	36747984	95175064	92150784	39978924	42305712	5350680	10417469	13505887	112134464	116653928	105348080	73108736	74500376	51398624	12439083	13362951	8351348	52616288	51039872	38678664	33476026	37728376	43759552	15596593	14834443	16844044	20608396	43428480	69885216	52303000	45318900	53557320	11629403	24196686	24010912	0	9202	10880	41955568	43344088	72385952	778080832	737503488	1096285056	783798848	839894528	1185696896	43730320	44014412	69853888	73682731.6898545	178038615.55504
783	7.587	268.10413	Unknown	[M+2Na-H]+	adduct linked to 715_[M+H+NH4]+	0.685	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	39.46	180821_Smp_MS10C2DCM_C	268.10413:203426 269.10748:187415 270.11084:0		3679	6692	4171	5670	11750	12914	5754	778289	413526	865006	855439	1252198	1592174	735975	737611	763786	391275	258234	430644	391740	685403	811439	872426	809192	469384	876107	625444	548448	207460	186373	362335	399534	970307	1104798	843415	450109	1867913	2944229	208005	285237	455612	826952	653666	2129722	2201452	1133942	983475	273797	213714	895857	720728	849631	1454243	2067491	1291614	2135189	855423	596655	369790	782764	736175	1287145	2411209	913476	1175739	288600	243868	253714	1335273	1196510	826640	1046226	866954	2877339	805202	841814	1346688	1508884	1126066	1813381	1221628	3606454	929737	514750	193291	125193	1342782	2201452	3500841	440595	2602695	1971690	323725	446683	267599	601727	408635	1585450	1889306	1509578	1538112	187480	86706	276135	1421096	1319802	1656510	3369085	2721224	1905506	107765	326627	185504	690688	1046460	883618	1616819	1507792	2307208	256455	362553	447867	417716	1379369	2245885	3004283	3117610	1756860	365441	1045314	324266	6391	6082	315238	922945	998074	1083539	2187990	180434	1036477	1773999	2250440	2774375	921231	1037731	1332459	1022093.67189172	822787.193965711
784	8.98	269.03458	Unknown	[M+ACN+Na]+	adduct linked to 646_[M+NH4]+	0.438	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	7.64	180821_Poo_Day1Poo_DDApos50	269.03458:523447 270.03793:11829 271.04129:0		5857082	1354488	621450	2738476	4150890	4768702	7070171	65952	2143690	6326191	5618632	8897221	135413	14828365	7213294	9681788	310076	2033687	5719291	8104531	8632626	10518512	1598574	5742876	4036177	3241664	1925420	2584473	6923699	4373542	7188488	7924182	2502272	1560546	5570656	833492	9130897	11198	270620	354133	7711454	7509028	748970	10507651	8910313	1532946	1779074	3449207	5255966	391903	3151721	3487302	6576390	3267626	2515586	1662770	6734085	10301014	1257469	4797122	469181	7013086	2722894	937062	3931350	3702532	2665981	2808984	14121	10380423	491873	3654729	3730169	8701101	7987294	7382097	9632829	8521272	3991690	9773709	5420828	16525	3109201	9083889	2643081	874935	9529913	69354	7989090	824514	10056699	7433037	195811	8096461	1605659	7146500	1089548	7142158	2689439	4483360	6619840	7633966	5071687	971230	2852857	8715995	6507663	6490412	9199414	6799722	1055844	9487592	8085002	3116568	1248165	4289186	8044469	1400697	3201868	2416312	2098576	1555918	1917085	10345678	3216402	6036832	1226970	2355846	5173098	9408859	223854	94833	2181970	577740	444575	6469176	486859	1063388	1041961	5897032	267571	6066943	233246	1503485	7281776	362161	4403176.30500187	3333587.5115865
785	7.767	269.03464	Unknown	[M+H]+		0.329	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.95	180821_Poo_Day1and2Poo_Fullpos3	269.03464:497012 270.03799:7625 271.04135:0		821386	2349479	2730107	5396896	3350435	1769274	4827818	609619	4613926	2806906	4130484	7949230	8987308	9242771	5385198	4869198	1197636	1542718	2129028	4425235	6626178	6882292	1256196	1651289	1567075	2982994	1958753	656762	776343	1270376	5132515	7838792	2872896	1525828	2626116	822378	8401204	9051922	2814817	3370438	7967590	3261252	1100780	5904892	9845548	311787	1371348	2753906	1251377	8435496	3156182	1689399	5295018	2722876	2040399	821725	8868245	7104452	909498	3206767	1583413	1061636	1616778	977318	3629840	2894347	3760188	2497247	9690692	7368310	829822	2760508	1109300	5950350	330814	4560371	5287930	4596246	1989743	5628440	947664	8727553	2936860	5903319	3507892	222198	8153527	5297184	7971010	511730	9843085	4505454	5946305	7531999	545558	3424782	1012186	7074650	2981848	3001367	8297856	1925196	3019562	810854	2264760	4756553	4619179	7768932	6620744	2041102	1717212	8214150	2598328	3316171	275187	3837409	2658520	961401	1132672	4139495	3692802	2140074	1489236	6731282	3502797	6060542	693766	6445404	1511000	9117534	1919914	325143	9123177	7014890	488987	4535402	5972119	937549	5464414	4747698	200891	3487427	1799113	1377074	3473014	7987300	3812477.02964469	2714997.96203116
786	7.75	269.08807	w/o MS2:Ingalls_Inosine	[M+H]+	ion correlated with 226	0.678	False	7.566	269.0882					530	True	True	False		False	False	null	null	100	100	null	null	null	35.56	180821_Std_4uMStdsMix2InH2O_1	269.08807:5081168 270.09142:609354 271.09478:61374		24829	5966	7037	0	13787	4986	4681	2152259	1715514	2459438	2415496	1809298	4708916	1123978	1010997	1439618	1123799	782244	1163227	1273492	1864321	2545169	1332959	1264713	432872	1042499	380188	411847	538265	504493	794436	888848	2103965	3146763	2203097	423734	1788193	2083358	217612	409224	1481411	1168075	1053603	5916890	641647	1359657	731712	808441	230894	1286812	1122613	1256282	2576429	1481304	6088801	920309	1298110	1881214	501256	1205879	1085236	2162160	1168571	169872	1464482	207774	108873	301065	2831483	1991810	1515002	960312	656659	3169630	1657507	1023302	2895077	2113991	2067362	3818367	976932	2257463	857445	719326	218277	369329	2825954	7315102	5765715	1107565	3664500	2517209	313770	614016	458254	1436202	9195127	2492988	5395778	1087532	1837387	193922	401702	348837	9745140	7653500	6185218	1159356	5042977	1648285	622379	507177	215971	2286279	2035783	1919768	1681151	837903	2180701	733922	640218	549156	819154	2379496	3997936	4522148	1380015	3006317	624368	931852	853261	7008	33103	5601	2526410	3658324	4356255	78050376	56379920	85863544	55422080	42577664	41848132	2505466	1611693	2829610	4152061.22836513	12216061.0823841
787	11.085	269.10522	Unknown	[M+ACN+H]+	similar chromatogram in higher mz_913; adduct linked to 607_[M+H-H2O]+	0.678	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	70.21	180821_Poo_Day1Poo_DDApos20	269.1055:549654 270.10885:76749 271.11221:35772	51.70729:1843 54.08443:1856 57.03428:3928 73.02905:1767 79.62366:1783 84.85788:1682 87.04472:7892 103.03566:3378 103.03953:52920 103.05819:11332 113.15672:1682 115.07572:4570 121.06855:47896 122.07147:2646 149.06329:47189 158.01436:1979 161.08096:4731 169.31754:1794 172.54587:1779 182.66:1877 187.77692:1859 222.84938:2504 227.31255:4071 269.03494:56300 269.10556:385981	6537	6306	0	7627	48506	66865	35855	8273672	5532628	6839742	7134042	6892370	7233289	3933871	4021556	4174368	5457522	4042801	5734567	6844721	6741812	6497120	4334556	4746273	4365307	4781385	13376284	15760588	17165558	16448297	16509282	14454706	11418001	10448593	4867400	9028748	16960398	8710499	40292	54743	1313160	3499305	884180	2641834	14355419	20812880	15078045	71323	172534	1688996	1874278	2893381	2465942	11195621	14352225	15376767	154340	91861	105591	3067269	2307894	3817996	13084919	15499465	18938660	44483	85911	32132	1828970	5595988	1658340	14981381	15458356	18550680	254491	181390	268161	2850680	4219853	4220334	14471367	27658560	13727115	338771	33095	19039	3822907	14154112	6516840	8846891	30787698	15463071	547173	231972	51633	1839621	2256394	6024978	23766314	27605964	26271736	316677	81719	79243	15081754	31756660	19229044	22313476	13941813	18869478	13169	929308	326862	4867030	5693130	3926638	8425808	11826698	15827252	40940	60096	71471	2013191	8460306	6531058	23713582	18880732	16186790	99320	2420499	50173	0	26921	98001	10862397	10917770	8123550	9259	15373	9162	10028197	10503928	7025168	11062917	10488898	8014578	7278267.18456028	7591695.48278153
788	10.872	269.12506	Unknown	[M+H]+		0.76	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	49.07	180821_Smp_MS10C2DCM_B	269.12506:1046075 270.12841:137797 271.13177:59116		13060	6306	0	0	744469	478770	696763	1134495	888772	888585	531518	525342	570471	336576	316402	338622	465486	440465	6037107	6863200	5290946	8713608	605938	420149	316687	470094	754571	690731	498917	351552	314988	327955	942459	993630	771624	958709	16547599	8631363	944000	880815	1391587	3482685	1170702	1493841	1892946	771214	649472	886652	670137	1981302	1404629	1105384	694316	1292617	716561	342643	906920	1163606	1549935	815609	760885	486617	748199	1731967	523203	700043	851904	1236790	785729	5570111	1107208	613189	980769	18206084	1137098	2334637	1493229	1649504	924657	1299287	732900	27442594	754258	1123299	1327875	1436832	1322252	14827297	6581178	756339	30299404	589180	1523086	1270858	791939	562200	913521	6105761	836692	921757	839703	656108	1364912	703588	934277	31420896	12377175	940356	13712099	14139769	1077554	1416127	761784	1141540	452137	599434	8249172	1116199	15286504	1372033	955966	787953	973198	8476275	1132663	23299514	504179	16187233	844552	2850160	973180	5437	6522	0	1675699	655304	754027	0	5632	126262	1788941	720534	942572	1397228	426822	569453	2828537.67940657	5595719.12535608
789	2.277	269.15945	Unknown	[M+H]+		0.253	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	55.94	180821_Blk_SWBlk_2	269.15945:433644 270.1628:129808 271.16616:35280		108109	677269	1588642	281944	131450	3700108	870457	194538	137169	222098	283791	226319	416107	138132	165600	127327	86191	53709	83908	120078	206817	253564	152939	156255	169879	169456	426939	331289	327272	411921	443577	571086	300826	207477	41707	460704	497821	458179	104774	199464	86549	75694	243457	442763	197017	134753	172685	89946	54500	214141	192276	73029	27644	152555	67890	114090	210584	144624	33625	152230	123532	62155	224365	146498	260323	84876	718711	95135	361108	298553	9389	513716	450156	526286	355984	69018	141695	402242	152173	563752	338637	526892	183292	549285	76408	35517	509188	486472	832567	261798	521791	55725	278491	139698	104001	107751	9342	200114	106147	214765	132034	250504	19847	69894	190633	554709	110861	220307	573300	37062	63543	189218	34876	110660	119565	74931	105903	150358	145299	6317	70939	29399	180373	372932	305216	829836	310020	103998	89976	137687	19918	8575	4268	13251	281461	268825	640304	16177	14209	7049	219254	195828	286943	212562	239877	462485	260025.1548186	360103.923514432
790	2.578	270.13348	Unknown	[M+H]+		0.247	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	47.09	180821_Blk_MQBlk_3	270.13348:870121 271.13683:132469 272.14019:8741		6232350	7764637	556267	14983718	33917	14254	27990	90092	107612	85243	165957	2296502	2483733	79984	63907	108033	38720	20278	189521	65249	1252959	1258201	18081	17581	451941	20850	20125	8594	74759	65955	100718	97426	81440	21983	42108	49479	2864284	1146915	212892	109341	41414	14582	23868	33087	85604	56338	34403	42432	8510	69616	3908	30954	507557	33867	146537	20773	3656478	5655308	488840	18542	9378	1143098	48155	56363	17082	28329	11169	28406	2102970	106650	70265	34174	19910	1628602	3001580	2729610	3640519	1310568	106014	1890369	38998	2129605	145660	4819417	123143	63509	2084845	2137933	2088270	8198	1157029	109262	1539740	3575792	11475	992676	135193	2372829	22633	94466	34648	2391070	53404	356025	6863	963048	1708766	841157	1524012	1177200	178069	5385302	3678865	42346	15582	338704	1575103	6266	1639662	63512	103006	6360	8603	1069503	43254	1204746	90319	178239	2633409	742986	6502	10284	57400	74255	206846	1201625	3651859	9445	19301	34888	50105	36091	1699063	197178	1748604	2721209	929553.261043183	1812256.88628212
791	3.807	270.1337	Unknown	[2M+NH4]+	adduct linked to 180_[M+2H]+	0.363	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	67.82	180821_Blk_MQBlk_1	270.1337:421514 271.13705:55106 272.14041:10601		1674202	15053448	6251602	4576123	62340	4784	10307	2867676	515572	2700227	2301862	2700151	3359043	407973	125337	483372	411228	655119	257010	130167	1259702	1045558	134021	143818	210926	168195	10275	14865	5165	29573	52950	39721	58207	472165	1605744	2461010	1450785	69558	2998832	17058	20923	12539	20160	9230	6135	48103	4034	9893	8316	60422	4888	64340	549322	4092	37772	38602	3498967	6738644	4324990	210762	365022	490093	1153513	2917158	1401240	12829	9018	12829	2133775	39659	12424	136694	846455	1640693	3470661	3158663	3826289	1541844	1654438	1774285	50168	2360050	186728	5838676	75916	3301901	1429698	1842579	2653418	1087594	1225930	76118	1503773	4300874	3860372	778722	4101334	3008997	51543	83680	96219	2664025	8087	2887309	1400347	1083794	1952440	1137149	1408617	1098277	4115816	5928778	3081055	33679	405726	2484304	1007288	262525	1753530	66202	90402	296986	315336	886354	2825457	46166	499463	274706	1666206	980411	522067	19576	17670	24171	2032522	3458134	4235012	9310	26705	56348	593052	1579335	81702	196703	2542997	2945650	1342336.05668745	1900876.8644203
792	9.968	271.129	Unknown	[M+H]+		0.452	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	216.79	180821_Smp_MS5C115m_B	271.129:614251 272.13235:96164 273.13571:8053		6806	6054	0	7717	13966	4799	0	1901553	1418720	1514330	1193706	1532350	1593720	761681	694107	664602	1055598	803580	809281	607771	846335	826926	368524	626226	500254	930411	5137278	4934704	4461503	3624519	4616932	4222981	6008	21027	10965	3833898	7550742	3720876	13139	25244	14935	18156	6616	31087	2514761	10776725	7202152	15197	0	21018	56039	32867	7961	3215427	4927312	3537450	28005	15376	6465	5449	8215	5447	3856826	4062706	4305518	0	14707	21125	8292	8756	5801	5433802	8788295	10669869	8354	59194	46153	7743	7387	11294	8928078	8040572	7267588	8797	19728	15521	27881	295804	8185	4316948	5000488	4049885	8182	0	25018	10330	10087	11345	1094574	5172522	4932175	6265	24634	6706	6017	348657	4351	4960954	4351306	4428206	7135	7707	7597	9386	23084	11313	4622592	4111674	5029920	35751	15080	0	27562	8462	41397	5946987	6027305	3579450	6663	26443	9029	18579	6580	7184	2107820	1374509	1568147	10836	8158	17721	2175322	1362991	1501146	2221113	1348439	1514370	1635681.97973967	2462242.41576222
793	10.301	272.13397	Unknown	[M+NH4]+	adduct linked to 751_[M+H]+	0.418	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	108.2	180821_Std_4uMStdsMix2InH2O_3	272.13397:921952 273.13732:201992 274.14068:0		34855	7648	7916	17062	5634	3387	9649	1384108	516850	629654	498273	984565	1082206	329861	369593	353936	752424	334005	510423	329028	840498	790750	433309	417541	491518	410508	202887	205824	125862	139856	312769	277336	2272738	2080252	877715	469276	1335832	415318	5360	11587	6249	1447385	1297452	2443646	180432	425122	162062	100801	14714	256030	415147	787242	944305	239597	386186	278742	8407	12352	3847	659771	655936	890990	231533	564752	297835	8451	6193	4778	1120672	1667958	847347	228557	262534	778647	9084	12344	40194	1882988	1443576	2244548	329017	566398	236711	8467	15596	8225	3040832	3731235	4181064	182935	823328	287840	9375	6847	10324	1450445	1076949	4794938	398321	538745	321235	5973	8058	6480	4484819	5056834	5289788	633462	621596	405089	5599	8177	5741	3908573	2902302	2345304	284368	219416	321400	24857	7084	13651	1175162	2054877	2182916	725163	527351	482002	6261	35164	73278	5525	19807	13929	1510226	731664	1428381	5783612	4589656	12432909	10878796	9240639	10879264	1054550	720595	1299786	1095720.06708349	2033872.04883662
794	8.675	272.96982	Unknown	[M+H]+		0.363	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.84	180821_Std_4uMStdsMix1InMatrix_1	272.96982:269127 273.97317:0 274.97653:0		1369480	1095636	415625	3002036	1976287	1117244	4807384	5703755	1010247	1681142	411952	3634140	4228347	131522	137443	231364	6556109	1209022	1862215	1322120	4938900	5230993	104537	74462	285431	161805	1178728	1541125	1136426	2219474	3761358	3732958	1821196	1439446	1240113	5225666	3978644	4118319	1299377	1613110	2724515	4062342	6007482	4008989	2969787	2456986	1593666	1441801	1533774	4070572	1334014	1991240	3539681	1521002	1561848	2889938	331276	4366410	6155588	167628	456570	2398462	147862	7077359	1373725	1644398	1582176	1338029	3745323	3896698	820002	2884909	2018368	2634050	3595326	5360111	3900668	1847612	1364535	2977294	152021	5145188	1963130	4845920	1786016	323148	4537462	248786	4121638	1005368	2433320	180990	3893352	3928933	1649802	2911996	1466004	3752007	1383577	1854722	1609295	3933711	1918192	2128370	1669523	937360	955414	3943769	4078482	3201710	1354125	4529178	158975	1555470	1624157	311087	2506718	223837	2591895	1848324	2255314	150777	1879326	4192083	1772692	316143	1248177	195744	1326025	2481820	1228236	5611262	2868790	316463	6301660	3831120	3812112	3837128	503575	1203562	8455046	1987783	3958233	6129744	3204874	210791	2402319.22174658	1765103.49815484
795	4.527	273.08899	Unknown	[M+H]+		0.932	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	63.8	180821_Poo_Day1Poo_DDApos20	273.08929:370584 274.09264:32664 275.096:21632	51.39106:1506 55.42813:1680 65.33942:1698 87.73873:1938 90.243:1734 106.23894:1648 108.68236:1785 127.91373:1662 141.04706:176111 142.05019:3229 217.25302:3183 217.26469:24074 218.17873:1935 230.03055:4140 248.04227:2233 272.15057:2799 272.29416:9136 272.97:20242 273.08929:127213	2253751	1102062	1243032	1910184	1184526	1602954	2090776	3870150	6027988	10889892	13291708	10762807	13526071	11565238	11327929	12261355	1477542	1853972	3638029	4401209	3213335	3722328	8903469	8154459	2379484	7983628	1545055	759841	1963776	2238669	4437952	4789316	7330380	17524582	4967944	3183517	6154232	133603072	2111602	2297036	1839708	2069984	3034006	3033049	3460415	5508740	2930126	1628474	1751924	2681271	2233258	4395348	3711650	3612176	10337686	3531380	2821339	2924726	2209089	2521508	1438926	3182807	3108208	4705342	13180968	1437418	2539107	1384655	3158579	3286450	3896778	6411030	2393257	5543756	2845988	4173614	2995494	3741100	4867020	4295255	2562246	3756596	1862840	2292360	1790878	991360	2918279	2415012	3201258	2531303	5846130	1906768	2446934	2447799	1828279	2065482	1882223	2337234	5413482	2282426	5831848	1152454	1411585	1618009	1740122	5529854	2156534	4837096	5368846	2410518	1348266	2219815	1352047	3504648	1683976	1517884	2150395	9877412	1610467	2352865	1325919	1559654	2566488	3508266	4277498	3886861	7255655	3896027	1367638	2811615	2112055	0	0	0	1856201	2730326	5855884	10010	6257	0	2288944	2510694	3648543	3714847	7007725	14220315	4652311.04012267	11195721.9863992
