"feature","mzmed","rtmed","avgarea","C13","X2C13","S34","S33","N15","O18","Na","NH4","H2O_H","K","X2H"
"FT0323",128.953679077924,462.386138916016,2165821.61362824,0,0,0,0,0,0,0,0,0,0,0
"FT0324",129.054772292776,139.71940612793,644841.844994867,0,0,0,0,0,0,0,0,0,0,0
"FT0325",129.066036125532,498.930023193359,50695551.3035664,2706377,0,0,0,0,0,0,0,0,0,0
"FT0326",129.066070587795,580.138793945312,903698.632424084,0,0,0,0,0,0,0,0,0,0,0
"FT0327",130.047265663423,585.82958984375,1865546.70344485,0,0,0,0,0,0,0,0,0,0,0
"FT0328",130.050016515725,596.927673339844,46123572.9954228,2468295,0,0,0,0,0,0,77775723,0,0,0
"FT0329",130.049982965081,378.399703979492,3112249.30536024,0,0,0,0,0,0,0,0,0,0,0
"FT0330",130.050019077549,649.933288574219,12605976.5145772,671285,0,0,0,0,0,0,0,0,0,0
"FT0331",130.065228611818,128.987377166748,5014907.33950946,0,0,0,0,0,0,0,0,0,0,0
"FT0333",130.086415247394,227.049606323242,8706285.62678191,0,0,0,0,0,0,0,0,0,0,0
"FT0334",130.086400605838,426.988647460938,6624487.97966112,0,0,0,0,0,0,0,0,0,0,0
"FT0335",130.086357925887,840.999755859375,5869304.11650253,0,0,0,0,0,0,0,0,0,0,0
"FT0336",130.086395100059,577.393676757812,4912358.48955184,0,0,0,0,0,0,0,0,0,0,0
"FT0337",130.086358849504,963.652191162109,5617435.30774249,0,0,0,0,0,0,0,0,0,0,0
"FT0338",130.159199191611,315.111022949219,15816085.7865374,1360366,0,0,0,0,0,0,0,0,0,0
"FT0342",131.070378381901,495.264007568359,7529802.17471226,0,0,0,0,0,0,0,0,0,0,0
"FT0343",131.070379908909,452.10595703125,10145818.7959879,0,0,0,0,0,0,0,0,0,0,0
"FT0344",131.070443410593,153.674789428711,3513382.18484712,0,0,0,0,0,0,0,0,0,0,0
"FT0345",131.075376032282,166.76872253418,1295521.25153988,0,0,0,0,0,0,0,0,0,0,0
"FT0346",132.065751857685,579.70458984375,11672959.9684569,0,0,0,0,0,0,0,0,0,0,0
"FT0347",132.065628971257,268.128082275391,2720620.89332351,0,0,0,0,0,0,0,0,0,0,0
"FT0348",132.076889608936,573.535064697266,117552682.332221,5129125,0,0,0,0,0,0,0,0,0,0
"FT0349",132.102008883356,350.087097167969,26738260.7039046,1705786,0,0,0,0,0,0,0,0,0,0
"FT0350",132.102039509727,130.168914794922,5001274.10901909,0,0,0,0,0,0,0,0,0,0,0
"FT0351",132.102012441115,475.354553222656,529939840.175489,33983312,881709,0,0,1899170,1870489,0,0,0,0,0
"FT0352",132.102045320014,305.766265869141,128282256.26117,8174590,0,0,0,0,0,0,0,0,0,0
"FT0353",132.132185555113,134.267562866211,1725802.01019548,0,0,0,0,0,0,0,0,0,0,0
"FT0354",133.027836387536,787.534729003906,381619976.238906,0,0,17640064,2654885,2507355,3126742,0,0,0,0,0
"FT0355",133.031872852009,369.042877197266,5151032.9882955,0,0,0,0,0,0,0,21177066,0,0,0
"FT0356",133.049652099609,147.385879516602,727271.71676987,0,0,0,0,0,0,0,0,1176413,0,0
"FT0357",133.061016995623,604.236328125,1988046.09427161,0,0,0,0,0,0,0,0,0,0,0
"FT0359",133.073920826323,570.656768798828,2007029.88258025,0,0,0,0,0,0,0,0,0,0,0
"FT0361",133.084060085652,246.846282958984,1187504.71915318,0,0,0,0,0,0,0,0,0,0,0
"FT0362",133.086041221617,130.155624389648,1999619.64695768,0,0,0,0,0,0,0,0,0,0,0
"FT0363",133.097295147392,864.733154296875,2239879.91433308,0,0,0,0,0,0,0,0,0,0,0
"FT0364",133.098988438956,342.176148,7265396.01411924,0,0,0,0,0,0,0,0,0,0,0
"FT0368",133.105323139899,350.481018066406,1589000.80241224,0,0,0,0,0,0,0,0,0,0,0
"FT0369",133.138457797234,132.995155334473,20701678.5061183,0,0,0,0,0,0,0,0,0,0,0
"FT0372",134.032584165746,323.957763671875,1408896.83138845,0,0,0,0,0,0,0,0,0,0,0
"FT0374",134.044943248842,665.905364990234,3977077.42502264,0,0,0,0,0,0,0,0,0,0,0
"FT0375",134.063545146221,121.23802947998,269530.417555176,0,0,0,0,0,0,0,0,0,0,0
"FT0376",134.081029407001,572.613220214844,1195298.26945309,0,0,0,0,0,0,0,0,0,0,0
"FT0377",134.081276751596,527.658325195312,3541623.76143892,0,0,0,0,0,0,0,0,0,0,0
"FT0378",134.090349978778,247.881637573242,1921407.52517956,0,0,0,0,0,0,0,0,0,0,0
"FT0380",134.117625365784,556.92724609375,326489.444208605,0,0,0,0,0,0,0,0,0,0,0
"FT0381",134.1418220705,133.42227935791,1379045.74990223,0,0,0,0,0,0,0,0,0,0,0
"FT0382",134.144728100568,139.96607208252,3136742.03472516,0,0,0,0,0,0,0,0,0,0,0
"FT0384",135.030268270691,401.883229445313,2864329.24413517,0,0,0,0,0,0,0,268654820,0,0,0
"FT0386",135.047465931711,492.605987548828,1132558762.08733,63089384,1062001,53559615,8160281,0,4397009,0,0,0,0,0
"FT0387",135.05545386142,655.364685058594,565357.008008322,0,0,0,0,0,0,0,0,0,0,0
"FT0388",135.096715264812,251.062316894531,1367908.36439658,0,0,0,0,0,0,0,0,0,0,0
"FT0389",136.042651242433,666.583068847656,747885.898176402,0,0,0,0,0,0,0,0,0,0,0
"FT0392",136.050689582034,357.821319580078,4424962.18913146,0,0,0,0,0,0,0,19478128,0,0,0
"FT0393",136.061873030384,231.491088867188,219632090.477149,12079619,0,0,0,0,0,0,0,0,0,0
"FT0394",136.061825897788,179.568389892578,38452807.8742662,0,0,0,0,0,0,0,0,0,0,0
"FT0395",136.075764830573,466.641841727539,4144395.48438951,0,0,0,0,0,0,0,0,0,0,0
"FT0396",136.157253235361,138.053787231445,1321502.44717843,0,0,0,0,0,0,0,0,0,0,0
"FT0397",136.994277941822,246.660873413085,1693140.05034579,0,0,0,0,0,0,0,0,0,0,0
"FT0398",137.026754467851,342.66650390625,2106256.15829861,0,0,0,0,0,0,0,0,0,0,0
"FT0400",137.045881749343,288.811752319336,116763149.783255,6388884,0,0,0,0,0,0,0,0,0,0
"FT0401",137.045852419685,354.358459472656,33744025.949601,0,0,0,0,0,0,0,0,0,0,0
"FT0402",137.04589713765,252.136383056641,3454192.17501551,0,0,0,0,0,0,0,0,0,0,0
"FT0403",137.045835440267,243.051544189453,2424230.51697322,0,0,0,0,0,0,0,0,0,0,0
"FT0406",137.058950453341,231.506042480469,9788264.59236855,0,0,0,0,0,0,0,0,0,0,0
"FT0408",137.063160029834,558.285736083984,1892956.06978372,0,0,0,0,0,0,0,0,0,0,0
"FT0409",137.063102123307,763.440032958984,5801294.72202122,0,0,0,0,0,0,0,0,0,0,0
"FT0411",137.065153639675,193.531524658203,3779520.38822019,0,0,0,0,0,0,0,0,0,0,0
"FT0412",137.163500969547,132.505035400391,61289963.3567958,4433647,0,0,0,286773,0,0,0,0,0,0
"FT0413",137.983199384374,793.427062988281,19420853.5826022,0,0,0,0,0,0,0,0,0,0,0
"FT0414",137.983891189558,1191.01000976562,11318158.4532979,0,0,0,0,0,0,0,0,0,0,0
"FT0415",138.027626181848,402.499176025391,2028372.75508012,0,0,0,0,0,0,0,0,0,0,0
"FT0416",138.042890646236,290.495193481445,1891153.93936707,0,0,0,0,0,0,0,0,0,0,0
"FT0420",138.055048278604,259.990432739258,433441206.834661,32145402,0,0,0,0,1465312,0,0,0,0,0
"FT0421",138.055021255393,378.888580322266,228899988.069687,17282828,0,0,0,0,757713,0,0,0,0,0
"FT0422",138.05586704461,231.491088867188,493523873.210489,26426558,547758,0,0,5990583,0,0,0,0,0,0
"FT0423",138.13655090332,389.611633300781,326764.813173363,0,0,0,0,0,0,0,0,0,0,0
"FT0425",138.169783638356,133.42227935791,1762167.43876048,0,0,0,0,0,0,0,0,0,0,0
"FT0426",139.017960949167,765.671875,57508835.770843,2430258,0,0,0,0,0,0,0,0,0,0
"FT0427",139.017962137784,1161.59637451172,109781712.086597,4655709,0,0,0,0,0,0,0,0,0,0
"FT0428",139.017894237185,471.06413269043,50971327.4407256,1991206,0,0,0,0,0,0,0,0,0,0
"FT0429",139.017973787162,136.959350585938,15556132.6048565,0,0,0,0,0,0,0,0,0,0,0
"FT0430",139.030372796242,324.212524414062,4650963.50969874,0,0,0,0,0,0,0,0,0,0,0
"FT0431",139.050278247372,190.335815429688,9176563.53865246,0,0,0,0,0,0,0,0,14294171,0,0
"FT0432",139.050263598569,400.963256835938,118907215.648465,0,0,0,0,0,0,0,0,0,0,0
"FT0433",139.050301847259,469.859710693359,2981348.38301047,0,0,0,0,0,0,0,0,0,0,0
"FT0434",139.052126309112,261.282806396484,1522107.70111049,0,0,0,0,0,0,0,0,0,0,0
"FT0435",139.052934476834,231.51936340332,6055347.17168811,0,0,0,0,0,0,0,0,0,0,0
"FT0439",139.142823461595,364.199279785156,4500570.97965989,0,0,0,0,0,0,0,0,0,0,0
"FT0440",140.00427632957,467.157852172852,7093983.63408521,0,0,0,0,0,0,0,0,0,0,0
"FT0441",140.034333854719,667.179595947266,739627.89166616,0,0,0,0,0,0,0,0,0,0,0
"FT0442",140.037624371239,433.550628662109,6332228.55248023,0,0,0,0,0,0,0,0,0,0,0
"FT0443",140.037640466826,645.796325683594,2580016.80688578,0,0,0,0,0,0,0,0,0,0,0
"FT0444",140.047178752692,587.938110351562,548413.635974101,0,0,0,0,0,0,0,0,0,0,0
"FT0446",140.053557207857,402.772216796875,8532565.32502865,0,0,0,0,0,0,0,0,0,0,0
"FT0447",140.053587508294,190.385902404785,522038.288684226,0,0,0,0,0,0,0,0,0,0,0
"FT0449",140.05914374681,259.836120605469,1005626.23260515,0,0,0,0,0,0,0,0,0,0,0
"FT0450",140.061858383945,259.564300537109,655666.030632651,0,0,0,0,0,0,0,0,0,0,0
"FT0451",140.068160607288,344.086761474609,3920969.80054213,0,0,0,0,0,0,0,0,0,0,0
"FT0453",141.0311918215,385.812469482422,4024204.148713,0,0,0,0,0,0,0,0,0,0,0
"FT0454",141.046997873325,215.4677734375,6208622.78378405,0,0,0,0,0,0,0,0,0,0,0
"FT0455",141.06592018411,342.201263427734,14860304.0024725,985634,0,0,0,0,0,0,0,0,0,0
"FT0456",141.113519632193,228.852111816406,1338246.27757224,0,0,0,0,0,0,0,0,0,0,0
"FT0457",142.00732572528,576.078094482422,5729854.21760126,0,0,0,0,21525895,0,0,0,0,0,0
"FT0459",142.122703175302,124.782371520996,822795.656647252,0,0,0,0,0,0,0,0,0,0,0
"FT0460",142.122727940927,174.835510253906,2940368.41668853,0,0,0,0,0,0,0,0,0,0,0
"FT0463",143.081577011426,243.279937744141,6040642.02203979,0,0,0,0,0,0,0,0,0,0,0
"FT0464",143.081601726115,419.275909423828,18049128.4801852,1166296,0,0,0,0,0,0,0,0,0,0
"FT0465",143.081582997709,454.807556152344,246368324.702745,16097465,0,0,0,0,0,0,0,0,0,0
"FT0466",143.117939521592,471.897644042969,306952.662333675,0,0,0,0,0,0,0,0,0,0,0
"FT0467",144.065523112202,524.248840332031,687337.658687011,0,0,0,0,0,0,0,0,0,0,0
"FT0468",144.065561158165,401.633331298828,1317247.13789934,0,0,0,0,0,0,0,0,0,0,0
"FT0472",144.084961570621,258.792282104492,1259390.58309229,0,0,0,0,0,0,0,0,0,0,0
"FT0473",144.101971792564,300.064331054688,80690954.573954,5992282,0,0,0,0,0,0,0,0,0,0
"FT0474",144.101976014885,461.677001953125,37046711.0057674,2798129,0,0,0,0,0,0,0,0,0,0
"FT0475",144.101942780265,483.528747558594,8976103.37092482,0,0,0,0,0,0,0,0,0,0,0
"FT0476",144.113184319007,556.744110107422,399225.410743316,0,0,0,0,0,0,0,0,0,0,0
"FT0477",144.982186527553,184.183464050293,158090977.535419,6709024,0,0,0,0,0,0,0,0,0,0
"FT0478",144.98220146582,460.654586791992,39260967.330029,1619581,0,0,0,0,0,0,0,0,0,0
"FT0479",144.982199069076,424.384552001953,81157575.5179088,3337549,0,0,0,0,0,0,0,0,0,0
"FT0480",145.001089878184,577.015808105469,1837355.67599566,0,0,0,0,0,0,0,0,0,0,0
"FT0481",145.049594750917,602.313354492188,1216201.27289824,0,0,0,0,0,0,0,0,0,0,0
"FT0482",145.049620505832,446.113235473633,1449337.52889794,0,0,0,0,0,0,0,0,0,0,0
"FT0483",145.060858843864,524.709228515625,2109492.72613535,0,0,0,0,0,0,0,0,0,0,0
"FT0484",145.060849828326,625.354217529297,672119.244644229,0,0,0,0,0,0,0,0,0,0,0
"FT0485",145.085659120918,476.237106323243,5810376.99710426,0,0,0,0,0,0,0,0,0,0,0
"FT0486",145.085947078928,130.882217407227,1761593.39161855,0,0,0,0,0,0,0,0,0,0,0
"FT0490",145.105365352627,486.521697998047,496405.985209528,0,0,0,0,0,0,0,0,0,0,0
"FT0491",145.979231327717,183.380249023438,987403.527354066,0,0,0,0,0,0,0,0,0,0,0
"FT0493",146.060068673654,139.215270996094,4142507.31557422,0,0,0,0,0,0,0,0,0,0,0
"FT0494",146.081166399421,465.470489501953,6560638.16397166,0,0,0,0,0,0,0,0,0,0,0
"FT0495",146.081180765327,212.935791015625,7300404.25187998,0,0,0,0,0,0,0,0,0,0,0
"FT0496",146.092457199432,590.139953613281,2885328.51896063,0,0,0,0,0,0,0,0,0,0,0
"FT0497",146.093342562058,261.464920043945,1501756.09602576,0,0,0,0,0,0,0,0,0,0,0
"FT0498",146.117593851504,497.132238,155657837.091438,11671037,0,0,0,0,0,0,0,0,0,0
"FT0499",146.117635638422,407.100769042969,74893720.1069923,5581042,0,0,0,0,0,0,0,0,0,0
"FT0500",146.11762635169,256.761688232422,1522155.35076136,0,0,0,0,0,0,0,0,0,0,0
"FT0501",146.980368551832,183.6240234375,71399527.8937195,3024970,0,0,0,0,0,0,0,0,0,0
"FT0502",146.980377336613,460.703735351562,19291326.0379141,0,0,0,0,0,0,0,0,0,0,0
"FT0503",146.980403180434,424.128479003906,35971325.3845147,1479354,0,0,0,0,0,0,0,0,0,0
"FT0504",147.044152971759,465.632629394531,456359.094628873,0,0,0,0,0,0,0,0,0,0,0
"FT0505",147.047488370932,415.987060546875,26381281.2156338,1746099,0,1167201,0,0,0,0,0,0,0,0
"FT0506",147.04744369463,494.387176513672,1004315.6418654,0,0,0,0,0,0,0,0,0,0,0
"FT0507",147.076453553814,596.982299804688,78402597.6676547,4205137,0,0,0,0,0,0,0,0,0,0
"FT0508",147.099655488741,529.984313964844,2788387.63424655,0,0,0,0,0,0,0,0,0,0,0
"FT0509",147.099650514282,522.810607910156,2992189.94138217,0,0,0,0,0,0,0,0,0,0,0
"FT0510",147.112844926428,964.076293945312,2629703.37838771,0,0,0,0,0,0,0,0,0,0,0
"FT0511",147.114560967628,496.534927368164,2843255.82655519,0,0,0,0,0,0,0,0,0,0,0
"FT0513",147.12087784676,407.979751586914,6042828.21917586,0,0,0,0,0,0,0,0,0,0,0
"FT0514",147.931170944497,119.975452423096,1006117.98315187,0,0,0,0,0,0,0,0,0,0,0
"FT0516",148.042786967346,482.562241474609,1523367.53384804,0,0,0,0,0,0,0,0,0,0,0
"FT0517",148.04271363863,577.406005859375,1142894.56728337,0,0,0,0,0,0,0,0,0,0,0
"FT0518",148.048153454473,262.709350585938,6562152.70003859,0,0,0,0,0,0,0,0,0,0,0
"FT0520",148.060478418511,648.264801025391,37122530.1438073,1993568,0,0,0,0,0,0,0,0,0,0
"FT0522",148.096852690435,409.654937744141,57246890.6461472,3711907,0,0,0,0,0,0,0,0,0,0
"FT0523",148.096833187104,158.850769042969,1181106.35817953,0,0,0,0,0,0,0,0,0,0,0
"FT0524",148.105902856653,532.545440673828,37904767.596329,3844810,0,0,0,0,0,0,7667993,0,0,0
"FT0525",148.10586243402,530.163940429688,56886272.5538537,5978343,0,0,0,0,0,0,13468483,0,0,0
"FT0526",148.121538444766,497.649383544922,1659438.38034808,0,0,0,0,0,0,0,0,0,0,0
"FT0527",148.124558323675,496.804534912109,844253.981273386,0,0,0,0,0,0,0,0,0,0,0
"FT0528",149.026732672638,527.287750244141,2463604.0873774,0,0,0,0,0,0,0,0,0,0,0
"FT0530",149.063144056389,528.403747558594,4335776.40373189,0,0,0,0,0,0,0,0,0,0,0
"FT0535",149.930832537793,122.714950561523,1070569.06854933,0,0,0,0,0,0,0,0,0,0,0
"FT0536",150.022000391109,392.21923828125,28929546.7156703,0,0,0,0,0,0,0,0,0,0,0
"FT0537",150.0583796064,359.691284179688,13029951.3911221,0,0,0,0,0,0,0,0,0,0,0
"FT0538",150.077512905434,298.381896972656,2088625.63296452,0,0,0,0,0,0,0,0,0,0,0
"FT0539",150.077382111905,190.863510131835,163315949.148317,0,0,0,0,0,0,0,0,0,0,0
"FT0540",150.085339782986,206.911542,1189414.56870225,0,0,0,0,0,0,0,0,0,0,0
"FT0541",150.112556805637,196.032455444336,12950493.3733576,803166,0,0,0,0,0,0,0,0,0,0
"FT0542",151.042380815546,513.945251464844,1733425.65558729,0,0,0,0,0,0,0,0,0,0,0
"FT0543",151.042370777659,479.819427490234,2942197.72322161,0,0,0,0,0,0,0,0,0,0,0
"FT0544",151.061534276092,482.533233642578,520677.070853405,0,0,0,0,0,0,0,0,0,0,0
"FT0545",151.061527195498,578.364959716797,281405.617812761,0,0,0,0,0,0,0,0,0,0,0
"FT0546",151.061670868627,376.036529541016,1245441.93638788,0,0,0,0,0,0,0,0,0,0,0
"FT0549",151.096566389158,137.213439941406,16162268.0814227,1029943,0,0,0,0,0,0,6685433,0,0,0
"FT0550",151.14419589026,311.769790649414,189238631.039399,12397918,0,0,0,0,0,0,0,0,0,0
"FT0551",152.053921055365,377.222717285156,1739002.5986484,0,0,0,0,0,0,0,0,0,0,0
"FT0552",152.056739332855,401.886962890625,257248716.176864,13796070,0,0,0,0,0,0,0,0,0,0
"FT0553",152.056753082662,444.169067382812,9078859.90075247,0,0,0,0,0,0,0,0,0,0,0
"FT0554",152.056745821968,341.283569335938,4005160.05526662,0,0,0,0,0,0,0,0,0,0,0
"FT0556",152.070667448376,131.184310913086,27940378.3459846,0,0,0,0,0,0,0,0,0,0,0
"FT0557",152.07066871347,459.771118164062,27458936.3241294,2535351,0,0,0,0,0,0,0,0,0,0
"FT0558",152.070673038299,323.227111816406,32232747.7503411,0,0,0,0,0,0,0,0,0,0,0
"FT0559",152.073941290742,465.295074462891,1210822.50870311,0,0,0,0,0,0,0,0,0,0,0
"FT0561",152.983140419303,556.852844238281,65712203.6267978,0,0,0,0,0,0,0,0,0,0,0
"FT0562",153.040744219036,401.123977661133,918221.382847385,0,0,0,0,0,0,0,0,0,0,0
"FT0563",153.054251484907,401.5634765625,8012866.02229603,0,0,0,0,0,0,0,0,0,0,0
"FT0565",153.060071693703,435.565963745117,548825.287748655,0,0,0,0,0,0,0,0,0,0,0
"FT0566",153.073871609771,193.895782470703,25099454.9129591,1858551,0,0,0,0,0,0,0,0,0,0
"FT0567",153.073996929184,132.343017578125,2429987.72032239,0,0,0,0,0,0,0,0,0,0,0
"FT0569",154.016848928757,655.026458740234,2673908.968371,0,0,0,0,0,0,0,0,0,0,0
"FT0570",154.053281069964,264.474456787109,12722121.6287088,0,0,0,0,0,0,999209,0,0,0,0
"FT0571",154.057228462179,401.586669921875,2021666.16341417,0,0,0,0,92743687,0,0,0,0,0,0
"FT0572",154.072349046593,453.327743530273,985264.062047626,0,0,0,0,0,0,0,0,0,0,0
"FT0574",154.080290665009,197.049133300781,1212806.59537397,0,0,0,0,0,0,0,0,0,0,0
"FT0576",155.054131802057,401.883229445313,95302941.5583495,4160995,0,0,0,942798,0,0,0,0,0,0
"FT0577",155.056687215153,263.831176757812,472170.092941974,0,0,0,0,0,0,0,0,0,0,0
"FT0578",155.081561037225,280.344421386719,1464622.9137451,0,0,0,0,0,0,0,0,0,0,0
"FT0579",155.081532277185,437.824310302734,151888237.261947,11293803,0,0,0,842992,0,0,0,0,0,0
"FT0580",155.981911857654,1172.87194824218,9769916.74819933,0,0,0,0,0,0,0,0,0,0,0
"FT0583",156.076870750385,581.584228515625,10881574.0425725,0,0,0,0,0,0,0,0,0,0,0
"FT0586",157.041924512789,444.331466674805,436648.28244163,0,0,0,0,0,0,0,0,0,0,0
"FT0587",157.07391189395,580.82470703125,16665689.2892937,1041627,0,0,0,0,0,0,0,0,0,0
"FT0588",157.080078125,576.703063964844,1221250.14300848,0,0,0,0,0,0,0,0,0,0,0
"FT0589",157.097271465585,347.669738769531,13067728.4759559,968049,0,0,0,0,0,0,0,0,0,0
"FT0590",157.169972916358,488.070465087891,3773520.02976308,0,0,0,0,0,0,0,0,0,0,0
"FT0591",158.044827458905,663.327819824219,11108029.0082601,0,0,0,0,0,0,0,0,0,0,0
"FT0592",158.060064184533,130.678512573242,2251052.53613397,0,0,0,0,0,0,0,0,0,0,0
"FT0593",158.077308863454,581.263488769531,932340.45042428,0,0,0,0,0,0,0,0,0,0,0
"FT0594",158.081275161022,392.9345703125,8358558.76089401,0,0,0,0,0,0,0,19300289,0,0,0
"FT0595",158.081176999407,577.1630859375,1012345.00849952,0,0,0,0,0,0,0,0,0,0,0
"FT0596",158.117628592403,365.231811523438,1003614.8365198,0,0,0,0,0,0,0,0,0,0,0
"FT0597",158.117653738812,446.133331298828,5120240.99608206,0,0,0,0,0,0,0,0,0,0,0
"FT0598",158.117658140165,258.068237304688,3143673.45988837,0,0,0,0,0,0,0,0,0,0,0
"FT0599",158.11764757025,126.709037780762,2007703.62233394,0,0,0,0,0,0,0,0,0,0,0
"FT0600",158.981079018802,570.626953125,7033777.62925295,0,0,0,0,0,0,0,0,0,0,0
"FT0601",159.017109647603,575.162466,17519086.8975126,0,0,0,0,0,0,0,0,56935171,0,0
"FT0602",159.027816527469,289.085052490234,8194699.11918628,0,0,0,0,0,0,0,0,0,0,0
"FT0603",159.076491818303,524.363464355469,4658085.31741361,0,0,0,0,0,0,0,0,0,0,0
"FT0604",159.076496429103,576.84326171875,13978710.3426797,0,0,0,0,0,0,0,0,0,0,0
"FT0605",159.076545479901,642.016723632812,3451021.60962156,0,0,0,0,0,0,0,4945364,0,0,0
"FT0606",159.1016152662,127.670692443847,1954524.14012207,0,0,0,0,0,0,0,0,0,0,0
"FT0607",160.031167740705,288.595886230469,487775.302911347,0,0,0,0,0,0,0,0,0,0,0
"FT0608",160.037132123928,259.751586914062,596537.644597266,0,0,0,0,0,0,0,0,0,0,0
"FT0610",160.079796624405,641.628479003906,259186.740571809,0,0,0,0,0,0,0,0,0,0,0
"FT0611",160.096902462821,417.821441650391,239030239.170682,17862931,0,0,0,0,0,0,0,0,0,0
"FT0612",160.096919059788,370.884887695312,24584793.1642084,1745292,0,0,0,0,0,0,0,0,0,0
"FT0613",160.096908592646,478.981140136719,18521536.95995,1447323,0,0,0,0,0,0,0,0,0,0
"FT0614",160.096869627571,325.843048095703,3181266.1360537,0,0,0,0,0,0,0,0,0,0,0
"FT0615",160.133322761066,496.185256958007,4191524.92020623,0,0,0,0,0,0,0,0,0,0,0
"FT0616",160.133296871668,430.595184326172,9074707.90183475,0,0,0,0,0,0,0,0,0,0,0
"FT0617",160.133285522461,123.964263916016,554869.73579365,0,0,0,0,0,0,0,0,0,0,0
"FT0618",161.005149180865,202.677444458008,414974.652401982,0,0,0,0,0,0,0,0,0,0,0
"FT0620",161.063093048225,900.828308105469,1293910.66960494,0,0,0,0,0,0,0,0,0,0,0
"FT0621",161.063143808035,468.971145629882,4397411.81287435,0,0,0,0,0,0,0,0,0,0,0
"FT0622",161.063084038221,553.691223144531,1746158.29335282,0,0,0,0,0,0,0,0,0,0,0
"FT0623",161.092124641027,506.774963378906,1122954.10560267,0,0,0,0,0,0,0,0,0,0,0
"FT0624",161.09389010901,421.08740234375,5210149.18364471,0,0,0,0,0,0,0,0,0,0,0
"FT0627",161.100234678603,479.389831542969,1268118.25960306,0,0,0,0,0,0,0,0,0,0,0
"FT0629",161.970448059436,794.20428,8492358.60612633,0,0,0,0,0,0,0,0,0,0,0
"FT0630",161.998821102269,1209.56213378906,7718345.81234457,0,0,0,0,0,0,0,0,0,0,0
"FT0631",162.076158850506,569.683654785156,4191552.39847589,0,0,0,0,0,0,0,0,0,0,0
"FT0632",162.076192820485,659.79096165039,549917.458698252,0,0,0,0,0,0,0,0,0,0,0
"FT0634",162.112520955115,492.590240478516,135653796.591981,10027978,0,0,0,0,0,0,0,0,0,0
"FT0635",162.112531827434,402.470611572266,140290386.861654,10509579,0,0,0,0,0,0,0,0,0,0
"FT0636",162.112547019652,316.946685791016,12859328.9742311,0,0,0,0,0,0,0,0,0,0,0
"FT0637",163.032871628009,1190.30688476562,10058727.2120572,0,0,0,0,0,0,0,0,0,0,0
"FT0638",163.050216674805,670.615966796875,6920648.26033411,0,0,0,0,0,0,0,0,0,0,0
"FT0639",163.107805421339,869.506195068359,7224429.39226079,0,0,0,0,0,0,0,0,2126409,0,0
"FT0642",163.13293640683,104.705360412598,890200.199933744,0,0,0,0,0,0,0,0,0,0,0
"FT0643",164.056771080056,356.899047851562,2197064.47682629,0,0,0,0,0,0,0,0,0,0,0
"FT0644",164.066893829343,767.572479248047,272070171.224911,0,0,0,0,0,2567597,0,0,0,0,0
"FT0645",164.093118963306,159.509590148925,1017537.34675913,0,0,0,0,0,0,0,0,0,0,0
"FT0646",164.100936139862,211.509490966797,1940341.29703579,0,0,0,0,0,0,0,6048578,0,0,0
"FT0647",164.100898000619,438.885070800781,424640.719040952,0,0,0,0,0,0,0,0,0,0,0
"FT0648",164.126128356899,515.909729003906,827998.16959203,0,0,0,0,0,0,0,0,0,0,0
"FT0649",164.128210525756,557.916717529297,1102459.18443138,0,0,0,0,0,0,0,0,0,0,0
"FT0650",164.959839633259,546.619384765625,10913587.3754478,0,0,0,0,0,0,0,0,0,0,0
"FT0651",165.008421079958,183.650817871094,1042827.24913442,0,0,0,0,0,0,0,0,0,0,0
"FT0652",165.021643798018,274.135894775391,3515707.33181326,0,0,0,0,0,0,0,0,0,0,0
"FT0653",165.054720655725,470.428787231446,1664805.13419715,0,0,0,0,0,0,0,0,0,0,0
"FT0654",165.058159387894,415.091491699219,45899166.25194,0,0,1986166,0,0,0,0,0,26247470,0,0
"FT0655",165.058130563602,520.5498046875,964856.770166303,0,0,0,0,0,0,0,0,0,0,0
"FT0658",165.194837327907,129.872138977051,453476.721114792,0,0,0,0,0,0,0,0,0,0,0
"FT0660",166.046285268051,768.882141113281,17839284.6384015,0,0,0,0,0,0,0,0,0,0,0
"FT0661",166.046293892891,468.998107910156,23188862.1779855,0,0,0,0,0,0,0,0,0,0,0
"FT0662",166.046326643738,1176.0902709961,23530404.0022484,0,0,0,0,0,0,0,0,0,0,0
"FT0663",166.046258418395,139.638595581055,4532185.55674097,0,0,0,0,0,0,0,0,0,0,0
"FT0664",166.053237915039,534.649353027344,5791387.45991764,0,0,0,0,0,0,0,0,0,0,0
"FT0665",166.061416118786,415.515487670898,1853234.70241228,0,0,0,0,0,0,0,0,0,0,0
"FT0667",166.086348736024,473.458953857422,10850040.6145642,948134,0,0,0,0,0,0,0,0,0,0
"FT0668",166.086349870239,262.621704101562,21260592.0574626,0,0,0,0,0,0,0,0,0,0,0
"FT0669",166.086361076889,417.442504882812,7691507.73604642,0,0,0,0,0,0,0,0,0,0,0
"FT0670",166.122647939212,197.982391357422,99023902.7904015,0,0,0,0,0,0,0,0,0,0,0
"FT0671",166.956937193723,543.226440429688,9461345.19344711,0,0,0,0,0,0,0,0,0,0,0
"FT0672",167.03729336472,348.101974487305,32902360.5860573,0,0,0,0,0,0,0,0,0,0,0
"FT0675",167.089530196074,262.072784423828,1742595.42433655,0,0,0,0,0,0,0,0,0,0,0
"FT0676",167.089537326777,473.362945556641,764781.49649799,0,0,0,0,0,0,0,0,0,0,0
