mz,mz_obs,compound,file_name,rt,rtmin,rtmax,MS2s
153.05518,153.05461,Vanillin,201112_Std_250nMStdsInH2O_20dda1,4.32,3.5200000000000005,5.12,NA
153.12794,153.12737,"2,4 decadienal",201112_Std_250nMStdsInH2O_20dda1,9.407,8.607,10.207,"83.04978, 100; 153.1275, 48.2; 100.51046, 33.4; 93.07043, 29.3; 111.96877, 28.1; 79.0536, 25.6; 130.01711, 24.7; 97.06532, 20; 69.07064, 16; 107.08597, 14.1; 67.05499, 12.5; 112.01842, 9.9; 129.97911, 8.7; 108.05286, 7.6; 81.07058, 7.6; 55.05505, 7; 98.01858, 6.6; 135.11687, 6.5; 100.52113, 6.3; 56.96556, 6.2; 89.01337, 5.8; 89.00253, 5.8; 102.02242, 5.7; 152.99486, 5.5; 70.9425, 5.3; 153.03287, 4.8; 148.02789, 4.8; 109.10157, 4.2; 112.0067, 3.9; 57.03427, 3.8; 57.07063, 3.8; 153.09113, 3.4; 135.08049, 3.3; 88.95288, 3.2; 85.06535, 3.2; 107.04964, 3.2; 91.50521, 3.1; 111.08083, 3.1; 109.52637, 3; 107.00123, 2.8; 95.08599, 2.8; 83.08622, 2.7; 88.52135, 2.4; 120.03267, 2.4; 71.04986, 2.4; 95.04987, 2.4; 112.02896, 2.2; 91.05479, 2.1; 153.10277, 2; 125.06018, 2; 109.5155, 2; 135.04405, 1.8; 117.95969, 1.7; 153.02025, 1.6; 153.0547, 1.6; 111.96461, 1.6; 111.98476, 1.6; 70.95862, 1.5; 91.51594, 1.5; 153.07718, 1.5; 153.11035, 1.4; 98.00774, 1.4; 125.03782, 1.4; 79.99732, 1.3; 88.99097, 1.3; 111.0441, 1.3; 84.01205, 1.2; 69.03415, 1.2; 138.91875, 1.1; 80.65148, 1.1; 55.01863, 1.1; 109.06479, 1.1; 106.98405, 1.1; 97.10169, 1.1; 61.2738, 1; 77.01335, 1; 139.5188, 0.9; 54.68982, 0.9; 127.74273, 0.9; 77.87774, 0.9"
161.10786,161.10728,Tryptamine,201112_Std_250nMStdsInH2O_20dda1,2.399,1.599,3.199,"144.0808, 100; 60.95841, 3.1; 101.95033, 1.9; 161.0965, 1.8; 101.98462, 1.7; 161.05965, 1.4; 119.95894, 1.2; 119.99128, 1; 137.97092, 0.9; 138.01247, 0.9; 138.03406, 0.9; 161.10757, 0.8; 161.0712, 0.8; 126.50466, 0.8; 114.96771, 0.7; 133.06474, 0.7"
162.04433,162.04433,Indole 3 carboxylic acid,201112_Std_250nMStdsInH2O_20dda1,5.149,4.349,5.949,NA
162.09189,162.09131,Tryptophol,201112_Std_250nMStdsInH2O_20dda1,4.985,4.1850000000000005,5.785,"144.08083, 100; 162.09138, 41.8; 84.96029, 40.9; 125.98642, 7.9; 143.9969, 7.1; 102.97068, 7.1; 119.01801, 2.6; 73.02908, 2.1; 120.9811, 1.9; 162.11224, 1.4; 162.12732, 1.2; 162.10268, 0.8; 179.95561, 0.7; 131.06833, 0.7; 72.08138, 0.7; 72.0451, 0.6; 51.99239, 0.6; 117.07048, 0.6; 138.98616, 0.6; 142.06874, 0.6; 91.27136, 0.6; 122.28107, 0.6; 80.56843, 0.6"
166.08681,166.08612,Ethyl 3 aminobenzoate,201112_Std_250nMStdsInH2O_20dda1,3.069,2.269,3.8689999999999998,"166.08628, 100; 138.05495, 52.6; 94.06558, 2.9; 138.05505, 1.3; 88.95315, 0.6"
166.08681,166.08623,Phenylalanine,201112_Std_250nMStdsInH2O_20dda1,1.134,0.33399999999999985,1.934,"120.08094, 100; 166.08626, 11.3; 88.95307, 6.4; 102.0223, 3.9; 83.97626, 3.6; 131.04919, 3.1; 166.05006, 2.8; 149.05977, 2.4; 140.48619, 2.4; 128.9783, 2; 142.96687, 2; 131.48116, 2; 107.0494, 1.8; 119.97327, 1.5; 103.05457, 1.3; 120.03284, 1.3; 129.97919, 1.3; 166.0977, 1.2; 147.98969, 1.2; 137.9839, 1.2; 166.12263, 1.1; 106.9635, 1.1; 149.49168, 1; 101.9867, 0.8; 84.01187, 0.8; 135.04422, 0.7; 119.99714, 0.7; 166.02927, 0.6"
167.07082,167.07025,Acetovanillone,201112_Std_250nMStdsInH2O_20dda1,4.839,4.039000000000001,5.639,"84.9603, 100; 125.98648, 12.9; 102.97074, 5.1; 143.99696, 3.5; 167.07057, 0.7"
168.06607,168.06544,Pyridoxal,201112_Std_250nMStdsInH2O_20dda1,0.822,0.02199999999999991,1.6219999999999999,"150.05487, 100; 84.96025, 59.7; 85.96361, 13.6; 168.06553, 11.9; 102.97065, 7.1; 105.96334, 4.6; 126.98968, 4.5; 125.98641, 3.7; 145.00015, 2.5; 143.99679, 2.2; 103.97404, 1.8; 149.95283, 1.2; 120.98099, 1.1; 150.05507, 1; 122.06021, 0.8; 167.9632, 0.6"
169.0977,169.09718,Pyridoxamine,201112_Std_250nMStdsInH2O_20dda1,0.687,-0.11299999999999999,1.487,"152.07059, 100; 86.96084, 50.3; 128.01939, 23.1; 169.10837, 22; 169.09718, 20.4; 146.0298, 10.2; 104.97078, 9.3; 151.08649, 7.1; 84.96025, 6.3; 84.05616, 5.6; 85.07656, 5.4; 127.09788, 4.9; 169.08499, 4.5; 110.00905, 4.5; 169.14497, 4.5; 169.13329, 4; 169.04956, 3.9; 169.11923, 3.8; 134.06033, 3.4; 137.01445, 3.2; 110.07147, 3.1; 111.09187, 3; 85.96357, 2.9; 145.99269, 2.7; 127.09006, 2.7; 128.08194, 2.5; 122.98102, 2.4; 127.99061, 2.2; 59.0611, 2.1; 127.96977, 2.1; 146.01964, 1.9; 81.07039, 1.9; 123.11697, 1.9; 164.04048, 1.8; 95.08586, 1.8; 123.08006, 1.8; 109.10144, 1.7; 126.0664, 1.7; 151.11188, 1.6; 126.10269, 1.5; 107.0858, 1.5; 118.0349, 1.4; 109.07629, 1.4; 109.06508, 1.4; 169.06857, 1.3; 151.07553, 1.3; 111.04411, 1.3; 106.96664, 1.2; 141.05464, 1.1; 86.07177, 1; 100.02506, 1; 141.95152, 0.9; 113.96402, 0.9; 146.00064, 0.9; 171.64137, 0.9; 111.05539, 0.8; 84.08152, 0.8; 62.19395, 0.8; 82.50391, 0.8; 124.12007, 0.8; 173.00064, 0.8; 60.045, 0.8; 70.06572, 0.7; 169.17007, 0.7; 58.08098, 0.7; 131.23093, 0.7; 82.69768, 0.7; 67.53027, 0.7; 153.75241, 0.7; 51.96843, 0.7; 119.588, 0.7; 92.23875, 0.7; 119.14626, 0.7"
170.08173,170.08116,Vitamin B6,201112_Std_250nMStdsInH2O_20dda1,0.843,0.04299999999999993,1.643,"152.07059, 100; 170.08115, 54.3; 128.95091, 7.9; 107.95894, 6.7; 134.06016, 5.2; 146.96134, 4.8; 141.00046, 4.7; 87.95745, 3.8; 129.01976, 2.3; 95.04964, 1.7; 151.94983, 1.7; 136.05901, 1.5; 86.96045, 1.4; 150.05498, 0.9; 169.96012, 0.9; 105.04506, 0.8; 147.03127, 0.7; 105.96685, 0.7"
172.09737,172.09683,C4-HSL,201112_Std_250nMStdsInH2O_20dda1,1.449,0.649,2.249,"102.05535, 100; 148.977, 80.3; 71.04983, 77.5; 130.96654, 43.1; 84.96026, 35.8; 109.95773, 27.1; 74.06071, 26.4; 172.15262, 18.3; 172.09692, 16.2; 154.08643, 12.9; 88.95312, 11.3; 172.07574, 9.5; 125.95973, 7.7; 102.97068, 7.2; 107.95079, 7.1; 144.10198, 6.5; 172.1694, 6.2; 153.94867, 5.8; 89.94041, 5; 89.07156, 4.8; 143.99684, 4.2; 125.98637, 3.8; 171.95911, 3.6; 106.96337, 3.1; 89.95653, 2.9; 130.93291, 2.4; 90.07481, 2.4; 172.13338, 2.2; 56.05026, 2.2; 142.99657, 2.1; 172.08831, 1.9; 171.99298, 1.9; 139.02132, 1.9; 72.0451, 1.7; 148.94347, 1.3; 71.95247, 1.1; 74.02424, 1; 149.02185, 1; 155.0817, 0.9; 149.01251, 0.9; 85.02898, 0.8; 61.72504, 0.8; 160.52724, 0.8; 95.04951, 0.8; 148.01839, 0.8; 143.20241, 0.8; 108.19235, 0.8; 61.86752, 0.7; 130.54559, 0.7; 192.77423, 0.7; 150.51366, 0.7; 100.14117, 0.7; 102.51077, 0.7; 73.89106, 0.6; 141.1591, 0.6; 55.13526, 0.6; 106.03851, 0.6; 56.95293, 0.6; 89.39133, 0.6; 60.08216, 0.6; 78.49751, 0.6; 95.93696, 0.6; 76.53411, 0.6; 72.08145, 0.6; 54.18022, 0.6; 146.87857, 0.6; 120.98077, 0.6; 58.77353, 0.6; 69.0647, 0.6; 51.59443, 0.6; 171.6442, 0.6"
175.08714,175.08661,Indole 3 acetamide,201112_Std_250nMStdsInH2O_20dda1,3.752,2.952,4.552,"130.06525, 100; 175.08659, 10.7; 158.06001, 9.6; 92.95015, 8.9; 115.95768, 4.8; 133.9681, 4.3; 74.93153, 4.3; 151.93694, 2.7; 84.96026, 1.9; 151.97858, 1.9; 110.96056, 1.7; 97.99188, 1.5; 151.98676, 1.2; 133.97642, 1.1; 133.92662, 1.1; 56.96564, 0.7; 159.96949, 0.7; 116.00219, 0.7; 126.95576, 0.6; 175.05051, 0.6; 125.98644, 0.6; 141.95869, 0.6"
176.07115,176.07053,IAA,201112_Std_250nMStdsInH2O_20dda1,5.029,4.229,5.829,NA
176.07115,176.07063,Methyl indole 3 carboxylate,201112_Std_250nMStdsInH2O_20dda1,7.055,6.255,7.8549999999999995,"176.07069, 100; 144.04167, 46.2; 141.53615, 40.6; 132.53104, 31.2; 125.00275, 18.8; 158.00298, 17.9; 162.05507, 16.1; 148.07573, 13.1; 132.08093, 12.1; 106.99239, 10; 153.0441, 8.4; 176.01357, 7.2; 117.05761, 3.8; 161.04713, 3.5; 123.52579, 3.3; 130.0654, 2.7; 135.03357, 2.5; 133.05241, 2.4; 155.54677, 2.3; 176.10692, 2.1; 97.00808, 1.8; 148.01835, 1.8; 135.04423, 1.7; 118.06533, 1.6; 176.14352, 1.5; 56.96554, 1.5; 150.54149, 1.3; 172.07574, 1.3; 164.55215, 1.2; 84.96025, 1.2; 130.00809, 1.1; 152.96421, 0.8; 125.00793, 0.6"
179.04904,179.04837,Cys-Gly,201112_Std_250nMStdsInH2O_20dda1,0.727,-0.07300000000000006,1.5270000000000001,"76.02219, 100; 162.02193, 60.6; 155.9747, 25.8; 144.0114, 23.8; 116.0167, 23.4; 179.04897, 17.3; 179.06348, 13.6; 137.08223, 11; 179.12921, 10.9; 179.09283, 9.8; 58.99576, 7.5; 137.96417, 5; 179.10652, 4.7; 105.0339, 4.3; 76.03998, 4.2; 147.0441, 4.2; 161.03906, 3.9; 73.02914, 3.5; 84.9603, 3.5; 101.95036, 3.4; 160.98714, 3; 161.01233, 3; 156.05031, 2.5; 140.95111, 2.1; 86.99048, 2; 88.95312, 2; 179.07088, 2; 179.0228, 1.9; 125.00257, 1.8; 151.09792, 1.7; 179.11983, 1.7; 128.95113, 1.7; 179.14316, 1.7; 137.97046, 1.5; 151.01759, 1.5; 138.10219, 1.5; 136.08693, 1.5; 119.96072, 1.5; 84.93816, 1.4; 95.06075, 1.4; 151.00793, 1.3; 142.9664, 1.3; 77.85555, 1.2; 88.69505, 1.2; 161.09599, 1.2; 151.02724, 1.2; 69.46992, 1.2; 76.97466, 1.2; 89.50159, 1.2; 53.97986, 1.2; 133.10114, 1.1; 132.95886, 1.1; 198.32423, 1.1; 88.02207, 1.1; 56.96557, 1.1; 63.48651, 1.1; 67.58952, 1; 132.28912, 1; 133.01733, 1; 118.32059, 1; 58.31732, 1; 82.82613, 0.9"
183.06573,183.06523,Syringaldehyde,201112_Std_250nMStdsInH2O_20dda1,4.985,4.1850000000000005,5.785,"113.96399, 100; 141.95866, 76.5; 159.96921, 62.5; 131.97438, 40.2; 123.04428, 35.3; 155.07033, 26.4; 72.93781, 18.6; 183.06535, 11.5; 95.04964, 10.8; 90.94823, 10.2; 182.98532, 6.7; 140.04678, 5.6; 154.99016, 5.5; 98.98463, 4.6; 97.96931, 4.1; 148.97696, 3.6; 127.01569, 3.6; 165.09108, 2.7; 141.92102, 2.7; 130.96649, 2.5; 155.04683, 2.3; 119.01797, 2; 183.10162, 1.9; 183.07732, 1.6; 99.94851, 1.6; 89.94051, 1.5; 88.93269, 1.5; 108.95872, 1.5; 56.94306, 1.4; 123.08087, 1.4; 141.98355, 1.3; 130.5258, 1.2; 159.93163, 1.2; 106.94298, 1.2; 112.95631, 1.2; 118.9678, 1.1; 125.96138, 1.1; 124.95349, 0.9; 95.08601, 0.9; 107.95091, 0.9; 177.97984, 0.8; 119.00214, 0.8; 117.95895, 0.8; 129.95879, 0.8; 100.98808, 0.7; 84.9605, 0.7; 138.99532, 0.7; 137.09593, 0.6; 165.33633, 0.6; 91.16357, 0.6; 165.12785, 0.6"
190.08626,190.08604,3 Indolepropionic Acid,201112_Std_250nMStdsInH2O_20dda1,6.325,5.525,7.125,"130.06529, 100; 190.08643, 16.1; 172.07573, 6.5; 149.02349, 2.3; 146.56613, 2.3; 121.96631, 1.6; 155.57155, 1.3; 158.07433, 1.3; 190.09644, 1.1; 190.15929, 0.8; 144.98241, 0.7; 55.01859, 0.6"
190.08681,190.08652,Indole 3 methyl acetate,201112_Std_250nMStdsInH2O_20dda1,6.98,6.180000000000001,7.78,"130.06529, 100; 190.08643, 16.1; 172.07573, 6.5; 149.02349, 2.3; 146.56613, 2.3; 121.96631, 1.6; 155.57155, 1.3; 158.07433, 1.3; 190.09644, 1.1; 190.15929, 0.8; 144.98241, 0.7; 55.01859, 0.6"
195.0882,195.08766,Caffeine,201112_Std_250nMStdsInH2O_20dda1,3.797,2.997,4.597,"195.08776, 100; 109.95907, 26.7; 153.94855, 23.9; 171.95907, 14.7; 160.52747, 7.3; 151.52218, 5.7; 138.06621, 3.5; 195.12125, 2.8; 89.06022, 1.9; 163.0303, 1.7; 172.03572, 1.2; 112.97885, 1.1; 142.51689, 0.7; 194.97534, 0.7; 194.96601, 0.6"
197.08139,197.08084,Acetosyringone,201112_Std_250nMStdsInH2O_20dda1,5.315,4.515000000000001,6.115,"155.07031, 100; 197.08086, 59.2; 165.04573, 13.3; 140.047, 9.2; 197.09666, 7.4; 174.05115, 7.3; 111.9595, 5; 173.08119, 4.7; 113.96403, 4.7; 197.11728, 4.1; 57.07066, 3.9; 131.9745, 3.2; 146.0195, 2.7; 155.94891, 2.7; 179.10686, 2.5; 81.07039, 2.3; 54.0406, 2.2; 197.15359, 2; 155.97385, 2; 64.07328, 1.9; 90.36286, 1.9; 58.29469, 1.8; 57.40426, 1.7"
199.06065,199.06293,Syringic Acid,201112_Std_250nMStdsInH2O_20dda1,5.48,4.680000000000001,6.28,NA
200.12866,200.12801,C6-HSL,201112_Std_250nMStdsInH2O_20dda1,3.819,3.019,4.619,"158.96142, 100; 99.08092, 97.2; 128.94912, 92.2; 102.05541, 85.2; 71.08623, 58.6; 146.96136, 53; 176.97205, 41.4; 200.14649, 21.9; 135.94545, 19.6; 74.0607, 18.5; 200.12846, 16.8; 88.96899, 14.6; 153.95592, 12.7; 117.95478, 11.6; 182.11787, 11; 135.96509, 10.2; 158.99929, 10.2; 200.1071, 7.9; 176.93838, 7; 125.96126, 6.6; 172.13319, 6.4; 159.01141, 5.9; 177.00735, 5; 55.93517, 4.8; 169.97719, 4.6; 84.96033, 4.5; 107.95076, 4.5; 76.92854, 4.4; 158.92793, 4.3; 107.04944, 4.2; 199.99711, 4.2; 200.07034, 3.5; 200.20119, 3.5; 153.97563, 3.3; 70.95857, 1.8; 194.94881, 1.7; 56.05025, 1.6; 90.94823, 1.5; 114.9716, 1.5; 199.98747, 1.5; 165.03828, 1.3; 74.09708, 1.2; 107.55303, 1.2; 52.50279, 1.2; 177.03503, 1.2; 120.31445, 1.2; 94.06569, 1.2; 214.59203, 1.2; 64.73313, 1.1; 113.49684, 1.1; 53.10795, 1.1; 113.42092, 1.1; 80.34695, 1.1; 106.06541, 1.1; 95.71802, 1.1; 55.33139, 1; 56.9462, 1; 165.91005, 1; 197.50652, 1; 59.40757, 1; 95.46754, 1; 68.95944, 1; 193.18494, 1; 65.22033, 1; 59.12116, 0.9; 58.8704, 0.9; 61.70948, 0.9; 87.02396, 0.9"
201.04865,201.04799,Camalexin,201112_Std_250nMStdsInH2O_20dda1,6.814,6.014,7.614,"201.04808, 100; 137.01443, 1.2; 146.01971, 0.8"
204.10191,204.10194,3 Indolebutyric Acid,201112_Std_250nMStdsInH2O_20dda1,7.22,6.42,8.02,"186.09145, 100; 204.10207, 69.1; 168.08081, 2.7; 222.40367, 2.6; 204.1386, 2.2; 149.04585, 2.2; 204.06503, 1.9; 204.04765, 1.8; 144.04449, 1.8; 222.41809, 1.4; 222.42757, 1.3; 121.95798, 1.3; 140.04027, 1.2; 163.00282, 1.1; 151.54884, 1.1; 204.17499, 1.1; 144.08089, 1; 160.5528, 0.9; 111.26, 0.9; 124.44286, 0.8; 114.11396, 0.8; 75.92389, 0.8; 61.22631, 0.8; 76.96105, 0.7"
204.12358,204.12302,Acetyl-L-carnitine,201112_Std_250nMStdsInH2O_20dda1,0.822,0.02199999999999991,1.6219999999999999,"204.123, 100; 85.02895, 38; 145.04951, 18.4; 60.08151, 11.7; 144.10184, 1.7"
205.0977,205.09706,Tryptophan,201112_Std_250nMStdsInH2O_20dda1,1.957,1.157,2.757,"188.07054, 100; 146.06003, 10.6; 205.09686, 4; 159.09177, 2.9; 222.41176, 2.2; 163.9402, 2; 149.02315, 1.8; 181.95085, 1.8; 204.93336, 1.6; 144.08098, 1.4; 186.95609, 1.3; 132.08086, 1.2; 222.94406, 1.1; 205.08617, 0.9; 84.96029, 0.7; 205.12782, 0.7; 222.43477, 0.6; 131.1031, 0.6"
206.08173,206.08125,Indole 3 Lactic Acid,201112_Std_250nMStdsInH2O_20dda1,4.543,3.7430000000000003,5.343,NA
209.09262,209.09204,Kynurenine,201112_Std_250nMStdsInH2O_20dda1,1.24,0.43999999999999995,2.04,"192.06554, 100; 94.06562, 62.8; 136.07581, 25.6; 146.06009, 23; 208.95491, 17.7; 209.15369, 16.8; 209.10713, 16; 163.08643, 13.7; 150.05507, 13.1; 209.20096, 12.4; 174.05544, 11.9; 165.54749, 11.5; 209.09196, 11.4; 165.04581, 9.5; 84.96024, 9.1; 222.42856, 7.3; 174.55276, 6.4; 164.07082, 5.4; 120.04466, 5.2; 74.02438, 4; 191.02209, 3.8; 143.99686, 3.8; 125.98665, 3.6; 226.96507, 3.1; 57.07067, 2.8; 145.00073, 2.8; 99.00817, 2.6; 156.5424, 2.5; 209.11716, 2.5; 209.19034, 2.5; 118.06564, 2.4; 88.03989, 2.3; 163.028, 2.3; 190.94475, 2; 222.44028, 1.9; 156.0585, 1.6; 75.86076, 1.5; 126.98947, 1.5; 75.04394, 1.5; 56.99967, 1.4; 171.74937, 1.4; 57.85328, 1.4; 118.255, 1.4; 54.23394, 1.3; 52.56742, 1.2; 52.0875, 1.2"
215.13957,215.13899,Desthiobiotin,201112_Std_250nMStdsInH2O_20dda1,4.351,3.551,5.151,"197.12845, 100; 215.13902, 41.2; 159.03078, 25.9; 158.02707, 18.2; 142.00409, 16.9; 141.00049, 12.3; 215.09329, 10.5; 179.11769, 2.4; 232.92847, 2; 57.07066, 2; 204.93304, 1.8; 58.07394, 1.5; 84.96022, 1.4; 96.0528, 1.2; 222.40717, 1.2; 72.08136, 1; 222.39229, 1; 95.04946, 0.9; 214.91727, 0.7; 106.04817, 0.6; 222.41685, 0.6"
216.08853,216.08806,Kinetin,201112_Std_250nMStdsInH2O_20dda1,3.251,2.4509999999999996,4.051,NA
218.13924,218.13864,Propionyl-L-carnitine,201112_Std_250nMStdsInH2O_20dda1,0.995,0.19499999999999995,1.795,"218.1386, 100; 85.02898, 28; 159.06522, 18.7; 60.08152, 7.5; 222.43433, 2; 176.93848, 1.9; 158.9279, 1; 144.10181, 1; 194.9735, 0.7; 218.15474, 0.7"
220.1185,220.11787,Vitamin B5,201112_Std_250nMStdsInH2O_20dda1,1.15,0.34999999999999987,1.95,"220.11879, 100; 202.10821, 18.5; 136.06186, 13.8; 90.05548, 12.8; 178.10866, 9.3; 179.0927, 7.6; 148.06177, 3.7; 184.09689, 3.6; 220.05052, 2.9; 218.56812, 2.3; 222.43071, 1.7; 116.03452, 1.6; 222.41857, 1.5; 136.08693, 0.9; 192.02628, 0.8; 185.08243, 0.8; 137.08206, 0.6; 197.10368, 0.6"
225.07629,225.07545,Sinapic Acid,201112_Std_250nMStdsInH2O_20dda1,5.737,4.937,6.537,NA
228.15997,228.15932,C8-HSL,201112_Std_250nMStdsInH2O_20dda1,7.159,6.359,7.959,"228.1384, 100; 127.112, 69.3; 102.05621, 60; 170.02707, 33.8; 57.07065, 25.8; 107.04952, 21.6; 228.15901, 18.4; 71.04988, 12.7; 74.06071, 12.1; 141.00051, 11.9; 186.95637, 11.2; 228.08423, 10.3; 228.23244, 8; 210.14891, 7.4; 109.10154, 7.4; 163.94039, 7.2; 228.10293, 5.5; 158.02705, 4.9; 228.17398, 4.1; 181.951, 3.7; 200.16474, 3.4; 187.00267, 3.2; 222.41876, 3.2; 134.0602, 2.8; 128.95097, 2.8; 222.41031, 2.5; 228.07071, 2.4; 204.93342, 2; 219.12656, 2; 204.9671, 1.8; 219.11278, 1.8; 84.96032, 1.6; 213.11524, 1.6; 213.11457, 1.6; 73.02912, 1.4; 222.42715, 1.1; 56.05019, 1.1; 172.04295, 1.1; 67.05493, 1; 146.9616, 0.9; 228.19563, 0.9; 70.06576, 0.9; 170.01923, 0.8; 163.96514, 0.8; 67.05501, 0.7; 59.14888, 0.7; 164.03082, 0.7; 158.99728, 0.6; 205.00191, 0.6"
232.09685,232.09685,cinnamoyl-HSL,201112_Std_250nMStdsInH2O_20dda1,5.998,5.198,6.798,"131.04929, 100; 191.02271, 17.7; 208.95494, 11.2; 208.95502, 10.6; 107.07064, 6.2; 216.47878, 4.4; 226.96561, 4.2; 232.16967, 3.9; 232.09729, 3.7; 163.02793, 3.3; 218.85881, 2.8; 222.41045, 2.5; 209.03318, 2.3; 231.9708, 2.2; 149.95284, 2; 190.94456, 1.8; 112.11236, 1.7; 232.9285, 1.5; 173.08371, 1.5; 170.11764, 1.4; 167.96375, 1.1; 89.0603, 1; 231.99564, 0.9; 190.94502, 0.7; 84.96033, 0.7; 222.43182, 0.7; 191.01357, 0.6; 222.39849, 0.6"
232.15488,232.1543,Butyryl-L-carnitine,201112_Std_250nMStdsInH2O_20dda1,1.351,0.5509999999999999,2.151,"232.15425, 100; 85.02899, 21.2; 173.08089, 18.9; 60.08153, 5.4; 231.99518, 4.2; 250.00578, 2.6; 208.955, 2; 208.9548, 1.7; 219.76236, 0.8; 226.96552, 0.8; 144.10201, 0.6"
233.129,233.12833,Melatonin,201112_Std_250nMStdsInH2O_20dda1,6.135,5.335,6.935,"174.09143, 100; 233.20129, 17.7; 233.12846, 14.5; 216.10187, 9.5; 232.9282, 4.9; 233.11099, 3.2; 250.93888, 2.4; 191.11791, 1.6; 214.9178, 1.3; 132.05269, 1.2; 222.41267, 1.1; 233.07929, 0.9; 86.06071, 0.8; 131.04942, 0.7; 222.03471, 0.6; 204.93339, 0.6"
