"MassFeature","mz","rt","column","z","MS2"
"I162.1125R6.83",162.1125331,409.6885263,"HILIC",1,"162.11247, 100; 118.08652, 42; 163.11579, 3.6; 100.07725, 3.2; 121.95819, 2.9; 60.08146, 1.5; 163.09802, 1.5; 162.04282, 1.1; 58.0659, 1; 119.08984, 0.9; 161.10017, 0.9; 138.99285, 0.9; 139.02684, 0.9; 121.01636, 0.7; 162.10341, 0.6"
"Carnitine",162.113019,612.6,"HILIC",1,"162.11249, 100; 60.08073, 10.2; 163.11592, 3.1; 73.02901, 1.4; 163.09785, 1.3; 132.10211, 1.3; 103.03932, 1"
"I165.0581R8.33",165.0581105,499.7950538,"HILIC",1,"165.05791, 100; 100.0248, 47.5; 61.02916, 42.9; 166.08633, 40.5; 82.01439, 29.6; 123.04052, 18.7; 101.02541, 13.1; 71.01348, 11.6; 63.02659, 11.5; 83.0165, 9.7; 103.03937, 9.7; 118.03518, 9.2; 57.03428, 9; 75.04473, 7.9; 89.04151, 7.1; 102.02234, 6.4; 124.03861, 5.2; 141.05092, 4.3; 84.01191, 3.7; 164.11777, 3.2; 166.06155, 2.6; 142.04901, 2.6; 125.03929, 2.5; 119.03594, 2.4; 165.10237, 2.3; 133.03189, 2.3; 85.02901, 1.6; 124.08722, 1.6; 165.11328, 1.5; 59.04988, 1.5; 120.03269, 1.2; 56.05026, 1.1; 148.08703, 1; 164.06677, 1; 77.04258, 1; 123.95489, 0.9; 119.03059, 0.6"
"Methionine Sulfoxide",166.053791,583.8,"HILIC",1,"102.02235, 100; 167.15028, 63.9; 125.03809, 41.6; 84.01329, 39.5; 101.02534, 37.5; 120.03272, 28.3; 124.08713, 26.6; 83.01649, 19.9; 100.0248, 19.4; 103.0394, 17.2; 124.04118, 16; 166.09766, 15.2; 165.10262, 10.4; 143.04872, 10.3; 123.0405, 10; 166.08643, 9.6; 119.03574, 9.2; 82.01443, 8; 148.08704, 6.7; 165.11346, 6.5; 166.13435, 5.7; 166.10728, 5.6; 118.03527, 5.4; 142.0519, 4.8; 125.08253, 2.7; 166.05338, 2.5; 63.02708, 2.5; 166.06479, 2.2; 126.04185, 2; 165.13885, 2; 143.03026, 1.9; 125.07131, 1.8; 104.04274, 1.8; 149.07103, 1.8; 83.06106, 1.5; 141.05087, 1.5; 97.52047, 1.4; 152.5764, 1.4; 107.06047, 1.4; 165.0687, 1.3; 166.12274, 1.3; 166.07245, 1.3; 161.05937, 1.3; 118.92486, 1.2; 76.97942, 1.2; 94.0084, 1.1; 159.2303, 1.1; 64.11271, 1.1; 63.37721, 1.1; 120.08132, 1.1; 74.29873, 1.1; 181.67957, 1.1; 185.1956, 1; 88.11029, 1; 51.37839, 1; 60.53874, 1"
"I170.0684R16.91",170.0683824,1014.332912,"HILIC",1,NA
"I170.1176R8.07",170.1175901,484.2665713,"HILIC",1,"171.11278, 100; 170.11756, 46.9; 125.1075, 41.3; 153.07377, 2.4; 128.95358, 1.7; 169.09709, 1.6; 171.14905, 1.3; 100.11253, 1.2; 126.09147, 1.2; 154.0863, 1; 170.06458, 0.9; 170.10051, 0.9; 153.10224, 0.9; 142.08627, 0.7; 152.03757, 0.7; 170.12865, 0.6"
"I173.0921R8.33",173.0921477,499.7070247,"HILIC",1,NA
"I174.022R5.45",174.0220161,326.9314099,"HILIC",1,"174.02198, 100; 128.12993, 11.1; 174.11226, 4.3; 127.12478, 2.6; 175.0258, 1.7; 174.10351, 1.2; 174.13643, 1.1; 114.0916, 0.9; 110.06043, 0.7; 93.05791, 0.7; 174.1284, 0.6"
"I174.1126R6.89",174.1125798,413.3930675,"HILIC",1,"174.11249, 100; 86.09699, 22.2; 134.03255, 12; 132.10196, 6.6; 174.10391, 4.7; 114.09173, 2.6; 175.11578, 2.4; 175.09796, 2.3; 173.11879, 1.8; 175.10757, 1.7; 175.08647, 1.5; 115.03958, 1.5; 123.36984, 1.5; 139.07458, 1.4; 87.10027, 1.3; 128.10747, 1.3; 72.08135, 1.3; 51.93375, 1.2; 162.35069, 1.2; 173.07967, 1.2; 183.8681, 1.2; 162.18349, 1.2; 55.15208, 1.1; 155.22034, 1.1; 63.02306, 1.1; 191.13664, 1.1; 130.06213, 1.1; 107.83754, 1"
"I174.1126R8.06",174.1125976,483.4504888,"HILIC",1,"174.1125, 100; 158.08121, 31.3; 174.03865, 15.1; 174.12366, 6.5; 129.10245, 3.9; 175.1077, 3.7; 130.05008, 3.7; 84.04498, 3.1; 175.11589, 3; 84.04503, 2.4; 114.09166, 1.2; 173.09206, 1; 175.09886, 0.8; 173.11837, 0.8; 86.097, 0.7; 174.10406, 0.6"
"I175.119R17.83",175.1190291,1069.967292,"HILIC",1,"175.119, 100; 116.07096, 52.7; 60.05641, 50.2; 70.06586, 48.6; 158.09249, 20.3; 130.09761, 19.9; 112.08719, 4.7; 72.08148, 4.1; 157.10875, 3.8; 175.09893, 2.2; 114.09164, 2.1; 176.09317, 2; 135.04395, 1.4; 176.12239, 1.1; 114.1029, 1.1; 115.08702, 1; 117.07417, 0.6"
"I176.0918R10.77",176.0917904,646.095874,"HILIC",1,"130.08641, 100; 176.09178, 95; 158.08153, 22.3; 131.03391, 3.3; 131.08997, 2.6; 134.92627, 2.4; 135.04437, 2.4; 176.12758, 2; 113.25095, 2; 191.5186, 2; 143.96967, 1.9; 68.35065, 1.9; 160.62654, 1.9; 75.96969, 1.9; 95.36726, 1.7; 56.18184, 1.7"
"I176.0918R7.43",176.0917942,446.0219702,"HILIC",1,"176.09187, 100; 176.12816, 46.2; 118.0866, 33.4; 135.04413, 15.4; 88.07623, 12.3; 60.08151, 7.2; 176.11888, 6.9; 117.05489, 6.8; 85.02894, 4.2; 176.08289, 3; 114.09165, 2.1; 175.10735, 1.7; 107.04958, 1.7; 177.09499, 1.1; 176.10583, 1; 177.09514, 0.7; 175.08661, 0.6; 111.07965, 0.6; 175.09866, 0.6; 121.85074, 0.6; 176.14357, 0.6; 72.08151, 0.6; 176.06972, 0.6; 195.2444, 0.6"
"Citrulline",176.103517,732.6,"HILIC",1,"159.07645, 100; 113.07127, 42.1; 70.0658, 21.4; 115.08679, 16.1; 135.04411, 15.4; 176.09265, 10.8; 175.07176, 9.2; 116.0709, 4.2; 114.05517, 4.2; 176.11865, 4.2; 130.05011, 3.9; 129.06586, 3.6; 157.06085, 3.3; 111.05573, 2.7; 177.11349, 2.6; 176.12804, 2.6; 176.10164, 2.4; 111.07932, 2.3; 130.08646, 2.3; 114.09162, 2.3; 175.09793, 2.2; 170.04179, 2.1; 69.54353, 2.1; 176.08267, 2.1; 106.65286, 2.1; 65.20122, 2; 135.06664, 2; 84.04499, 1.9; 81.13398, 1.9; 150.01917, 1.9; 128.28194, 1.9; 125.24317, 1.8; 70.44077, 1.8; 59.4621, 1.7; 68.18449, 1.7; 61.37038, 1.7; 50.92213, 1.7; 70.36464, 1.6; 57.33303, 1.6; 55.87535, 1.5"
"I176.1281R10.33",176.1281461,619.9794573,"HILIC",1,"176.1281, 100; 117.05488, 10.9; 60.08152, 9.9; 177.13156, 3.1; 116.10727, 2.7; 55.05502, 1.5; 116.07079, 1.3; 99.04455, 1.2; 57.03426, 0.7"
"I176.1282R7.85",176.1281837,470.9343098,"HILIC",1,"176.12811, 100; 117.0549, 19.5; 60.08153, 19.3; 85.029, 12.8; 158.08123, 3.7; 177.13155, 3.4; 176.09189, 1.3; 71.04982, 1; 75.04476, 0.9; 159.08451, 0.7"
"I177.0581R9.17",177.0580884,550.1598993,"HILIC",1,"79.02182, 100; 178.12252, 75.2; 177.05812, 42.7; 178.10772, 40.8; 176.1279, 32.9; 135.04417, 23.6; 176.0919, 19.9; 119.04929, 17; 177.11344, 13.6; 118.08653, 11.1; 57.03427, 9.9; 58.06586, 9.4; 177.10262, 7.8; 60.08149, 5.9; 176.11903, 5.9; 177.07701, 5.3; 99.04457, 4.2; 176.08308, 4; 177.06602, 3.7; 136.07584, 2.4; 117.00071, 2.3; 117.05474, 2.3; 177.13869, 2.2; 178.09901, 2.1; 178.15898, 2.1; 178.13219, 2.1; 136.06186, 2; 178.08662, 1.8; 186.75688, 1.7; 168.82938, 1.7; 95.06063, 1.7; 173.68607, 1.7; 112.40965, 1.7; 131.37885, 1.6; 144.91919, 1.6; 126.85709, 1.6; 151.55351, 1.5; 153.41814, 1.5; 71.94646, 1.5; 136.04764, 1.5; 190.94659, 1.5; 142.78671, 1.5; 77.24772, 1.5; 101.02389, 1.4; 123.42107, 1.4; 153.4109, 1.4; 195.30112, 1.4; 71.21339, 1.4; 103.04891, 1.3; 129.64917, 1.3"
"I177.0582R7.98",177.0581547,478.5777459,"HILIC",1,NA
"I179.0048R7.02",179.0048127,421.0281658,"HILIC",1,"179.00476, 100; 156.00804, 17.9; 178.12267, 11.5; 179.02379, 9; 119.99046, 7.8; 56.96555, 5.2; 119.04934, 4.1; 179.0636, 3.7; 97.99183, 3.5; 58.06587, 2.6; 180.00832, 2.6; 179.11783, 2.5; 179.12662, 2.2; 179.1541, 1.8; 160.99415, 1.7; 178.13323, 1.5; 178.15889, 1.2; 179.09252, 1.1; 136.99427, 1.1; 137.08212, 1; 140.06854, 0.8; 178.08636, 0.6; 180.06059, 0.6"
"I179.024R6.59",179.0240382,395.6276755,"HILIC",1,"156.00803, 100; 179.00478, 96.8; 179.02387, 49.4; 178.12269, 40; 56.96557, 15.7; 119.04938, 13.5; 179.06375, 13.4; 58.06589, 11.4; 179.11781, 11.2; 137.0459, 10.4; 97.99181, 10.4; 179.12641, 8.9; 179.15426, 7; 119.9916, 7; 178.13326, 5.2; 137.08212, 5.2; 178.15904, 5.1; 179.09276, 4.5; 160.99423, 2.1; 179.0805, 1.9; 178.10896, 1.7; 180.00845, 1.7; 178.0865, 1.4; 180.1022, 1.3; 166.00352, 1.2; 115.96418, 1.1; 180.02767, 1; 137.99748, 0.9; 116.00216, 0.9; 136.99411, 0.7; 138.04918, 0.7; 120.05247, 0.6; 178.09749, 0.6"
"Gonyol",179.074191,644.4,"HILIC",1,"117.05491, 100; 55.05502, 21.3; 56.9656, 20.3; 99.0445, 14.4; 57.03387, 14; 179.07367, 11.6; 97.99175, 11.1; 75.04474, 6.6; 71.05036, 5.1; 89.0239, 4.3; 179.06383, 4.2; 63.027, 3.1; 87.04465, 2.8; 116.00222, 2.2; 71.01345, 2; 178.13372, 1.9; 118.05815, 1.5; 139.01808, 1.3; 178.12276, 1.1; 61.02924, 0.7; 179.11148, 0.7; 178.159, 0.7"
"I180.1019R8.38",180.1019072,503.0638448,"HILIC",1,"180.10187, 100; 56.96556, 4.5; 181.10541, 3.5; 97.9911, 2.7; 121.08884, 1.8; 181.16999, 1.1"
"Tyrosine",182.081719,585.6,"HILIC",1,"117.99073, 100; 136.00109, 47.4; 141.00644, 42.4; 182.08122, 33.7; 99.98035, 30.1; 159.01704, 22.4; 181.16994, 13.3; 182.05959, 11.4; 99.04452, 10.2; 140.03986, 7.9; 139.12305, 7.4; 182.03307, 7.4; 65.02188, 7.2; 118.99128, 4.8; 71.04984, 4.2; 58.95411, 4.1; 136.07577, 4.1; 122.06021, 3.4; 182.17013, 2.7; 142.00778, 2.3; 137.00185, 2.1; 181.06947, 2; 165.05472, 1.6; 100.04789, 1.4; 182.19041, 1.4; 164.07052, 1.3; 123.06804, 1.3; 141.05082, 1.2; 123.04422, 1.1; 100.98114, 1; 182.11766, 1; 183.08485, 0.9; 63.02707, 0.8; 182.12845, 0.8; 76.96272, 0.8; 160.01829, 0.6; 77.02271, 0.6; 111.09205, 0.6"
"I185.0922R8.02",185.0921561,481.029261,"HILIC",1,"186.12363, 100; 185.09205, 24; 186.11264, 10.2; 68.05019, 5.3; 125.07114, 3.8; 121.96637, 3.2; 184.18092, 2.7; 185.13937, 2.5; 184.13296, 2.2; 144.98212, 1.8; 139.1229, 1.5; 98.09679, 1.4; 96.08127, 1.3; 141.10225, 1.2; 72.08141, 0.8; 166.08386, 0.6; 185.129, 0.6; 140.11798, 0.6; 185.20098, 0.6; 151.06039, 0.6; 184.09489, 0.6"
"I188.0707R7.54",188.0706756,452.1935026,"HILIC",1,"187.1274, 100; 146.06001, 95.8; 188.12813, 36; 188.07076, 32.5; 144.08092, 20.9; 123.96454, 16.8; 187.10745, 16.1; 118.06526, 9.4; 146.98047, 9; 187.14432, 8.3; 170.06039, 7; 106.90495, 7; 170.11778, 5.7; 147.93117, 4.6; 188.09296, 2.8; 70.06583, 2.7; 100.11263, 2.3; 187.09857, 2.2; 72.08157, 1.9; 188.11827, 1.9; 158.08141, 1.8; 189.11382, 1.6; 147.06375, 1.5; 142.06499, 1.5; 148.08696, 1.5; 152.10712, 1.4; 189.13983, 1.3; 144.492, 1.3; 160.07591, 1.3; 145.08418, 1.2; 116.07072, 1.2; 87.14974, 1.1; 101.90117, 1.1; 164.99062, 1.1; 75.6489, 1.1; 105.95413, 1.1; 93.1608, 1; 57.82916, 1; 92.81464, 1; 107.08616, 1"
"I189.1235R6.93",189.1234588,415.6321167,"HILIC",1,"130.05002, 100; 60.08151, 46.4; 189.11363, 30.2; 106.90497, 26; 147.93129, 16.4; 189.13867, 14.2; 148.08678, 13.4; 188.12903, 8.8; 189.12329, 7.1; 190.09758, 7; 189.10289, 4.4; 190.1076, 3.6; 123.96467, 3.4; 188.11858, 3.2; 125.02, 2.5; 143.02968, 2.4; 165.98674, 2.3; 59.86884, 2.2; 75.22717, 2.1; 88.22586, 2.1; 200.63068, 2.1; 74.39288, 2; 107.06108, 2; 141.37947, 2; 81.54953, 1.9; 137.13545, 1.9; 77.11212, 1.9; 154.7128, 1.9; 149.65375, 1.9; 153.24083, 1.8; 74.68192, 1.8; 66.4831, 1.7; 73.16282, 1.7; 51.19938, 1.7; 53.01613, 1.6"
"N(e)-Acetyl-Lysine",189.123918,582.6,"HILIC",1,NA
"I193.0531R10.87",193.0530528,652.4857642,"HILIC",1,"131.03404, 100; 113.0237, 56.5; 63.02704, 42.7; 194.11765, 26.2; 85.02898, 22.9; 193.05305, 22.5; 128.0195, 13.6; 135.04428, 7.5; 75.02695, 7.5; 130.05002, 7.3; 151.03531, 6.2; 103.02172, 5.8; 73.02911, 5.8; 110.00912, 4.2; 193.13374, 4.1; 129.0197, 4.1; 115.96432, 3.2; 58.06593, 2.9; 102.05529, 2.5; 165.13879, 2.5; 172.06039, 2.2; 132.03738, 2.1; 146.02988, 2.1; 194.08443, 1.9; 100.0248, 1.9; 130.01697, 1.8; 152.03667, 1.6; 61.01142, 1.5; 192.12321, 1.2; 192.1746, 1.1; 129.01488, 0.9; 72.08141, 0.8; 194.12791, 0.8; 111.00975, 0.7; 121.03186, 0.7; 123.40791, 0.7; 192.13838, 0.7; 101.02379, 0.6; 147.03093, 0.6; 123.01137, 0.6; 149.04453, 0.6; 153.03296, 0.6; 193.10825, 0.6"
"I193.0894R10.12",193.0893909,607.0300163,"HILIC",1,"131.07036, 100; 194.11751, 66.7; 135.04405, 22.4; 57.03424, 16.4; 103.03934, 14.7; 71.04983, 14.2; 58.0659, 9.2; 193.13382, 8; 115.96445, 7.8; 113.0601, 7.4; 194.08461, 5.6; 99.04459, 5.4; 61.02917, 4.8; 72.08151, 4.1; 165.13885, 3.8; 192.17484, 3.7; 192.07715, 3.6; 192.12274, 3.5; 192.13847, 3.4; 128.01953, 1.9; 193.0697, 1.9; 193.16972, 1.8; 117.05454, 1.3; 71.01353, 1.3; 195.9892, 1.2; 151.03529, 1.1; 123.01141, 1.1; 132.07381, 1; 59.04987, 1; 156.99062, 1; 193.14276, 0.9; 103.80431, 0.9; 141.74794, 0.9; 99.48976, 0.9; 184.00227, 0.9; 157.52861, 0.8; 178.25116, 0.8; 52.52118, 0.8; 87.38175, 0.8; 82.3164, 0.8; 180.9104, 0.8; 65.83685, 0.8; 63.69588, 0.7; 73.72759, 0.7; 51.03787, 0.7; 67.11774, 0.7"
"I195.0765R10.08",195.0764959,604.8117975,"HILIC",1,"195.07643, 100; 149.07097, 91.5; 194.1176, 72.7; 135.04262, 31.5; 195.12118, 16.3; 58.0659, 12.2; 131.0703, 6.6; 214.61522, 5.4; 195.18571, 5.2; 72.08146, 4.9; 194.08429, 4.3; 132.07378, 4.1; 89.06028, 3.8; 136.04737, 3.8; 196.07985, 2; 103.03957, 1.6; 117.95981, 1.5; 150.07433, 1.5; 195.1493, 1.4; 194.08507, 1.3; 71.04977, 1.3; 57.0342, 1.3; 123.01117, 1.2; 79.02184, 1.2; 176.0705, 1.1; 104.04277, 0.9; 196.09697, 0.7; 99.04458, 0.7; 195.08667, 0.6"
"I196.083R5.03",196.0830337,301.6962453,"HILIC",1,"196.08297, 100; 181.05948, 60.4; 138.05502, 35.3; 195.18558, 6.2; 165.06481, 4.8; 195.12142, 4; 154.05331, 3.4; 59.06118, 3.1; 139.0585, 2.7; 195.08123, 2; 197.08716, 1.8; 197.12839, 1.6; 179.11783, 1.5; 195.11247, 1.5; 196.14449, 1.4; 196.1893, 1.2; 173.99789, 1.2; 89.06023, 1.1; 117.95991, 0.8; 195.14912, 0.8; 136.04726, 0.7; 109.07644, 0.6; 156.04922, 0.6"
"I204.1232R7.22",204.1231804,433.4715791,"HILIC",1,"85.02901, 100; 204.12314, 48.5; 145.04961, 18.4; 60.08154, 17.2; 144.10205, 3.7; 121.9581, 1.5; 205.12634, 1.5; 220.00911, 1.3; 86.03239, 1.2; 164.05688, 1.1; 102.09165, 0.7"
"I204.1233R3.65",204.1233135,219.1968876,"HILIC",1,"145.04958, 100; 204.123, 86.8; 60.08154, 30.2; 215.78981, 29.4; 215.77638, 21.7; 121.95802, 14.4; 204.14919, 5.7; 204.11359, 5.1; 144.10178, 4.1; 204.17493, 3.2; 55.01877, 3; 51.11414, 2.8; 68.50523, 2.8; 120.69811, 2.8; 203.1181, 2.7; 164.03851, 2.7; 66.72484, 2.6; 70.25739, 2.5; 57.9242, 2.4; 115.85302, 2.3; 53.92036, 2.1"
"I206.0351R6.59",206.0350891,395.3834774,"HILIC",1,"206.13872, 100; 60.08074, 14; 147.06522, 9.1; 115.96436, 8; 132.10201, 7.8; 119.07058, 6.5; 87.04462, 6.1; 76.07632, 5.6; 115.0393, 3.5; 217.00867, 3.2; 89.0604, 3; 206.04573, 2.9; 207.14194, 2.7; 216.99493, 2.3; 156.99078, 1.8; 123.95499, 1.7; 206.19057, 1.7; 59.04986, 1.5; 83.01331, 0.9; 133.97478, 0.8; 165.11356, 0.7; 58.06591, 0.7; 179.0237, 0.6; 59.07372, 0.6; 85.02901, 0.6; 88.05252, 0.6"
"I206.1389R6.76",206.1388583,405.7885618,"HILIC",1,"206.13869, 100; 60.08099, 13.7; 132.10201, 10.8; 147.0652, 8.6; 115.96436, 8.3; 76.07633, 7.2; 119.07056, 6.6; 87.04462, 5.5; 115.03927, 3.6; 89.0603, 3.1; 206.19044, 2.3; 123.95492, 2.1; 156.99069, 2; 217.00867, 2; 206.04573, 1.8; 207.14194, 1.7; 216.99493, 1.4; 59.04989, 1.4; 206.07584, 0.9; 83.0133, 0.9; 206.16577, 0.9; 223.78368, 0.9; 133.97475, 0.8; 59.07369, 0.8; 156.00798, 0.7; 88.05238, 0.6; 85.02898, 0.6"
"Dexpanthenol",206.139234,136.2,"HILIC",1,NA
"I207.0686R8.88",207.0686307,532.6265153,"HILIC",1,NA
"I207.1704R6.56",207.1704487,393.7229648,"HILIC",1,"132.10201, 100; 115.96436, 81.8; 206.13882, 30.9; 156.99075, 19.6; 133.9747, 15; 207.1852, 11; 165.11369, 9.1; 166.08418, 9.1; 207.14218, 7.6; 184.00186, 7.5; 207.1129, 4.9; 60.0816, 3.3; 165.99084, 3.1; 207.12384, 3.1; 208.16965, 3; 223.78346, 2.9; 166.09769, 2.6; 149.06012, 2.3; 119.07069, 2.3; 207.16025, 2.3; 76.07633, 2.2; 87.04476, 2.2; 148.08676, 2.1; 207.01768, 2.1; 96.08121, 2; 89.06025, 1.8; 208.10782, 1.5; 125.95362, 1.5; 130.33066, 1.5; 109.0765, 1.5; 170.85094, 1.5; 69.18803, 1.4; 183.35582, 1.4; 209.86415, 1.4; 120.08082, 1.4; 53.69132, 1.3; 51.67723, 1.3; 68.95938, 1.3; 94.18546, 1.3; 113.86387, 1.2; 69.71021, 1.2"
"I209.0478R11.07",209.0478401,664.2395782,"HILIC",1,"145.00949, 100; 63.02703, 66.7; 57.03349, 52.4; 119.03415, 52.2; 163.02013, 36.7; 89.02389, 32.1; 168.02568, 31.2; 209.04744, 20.9; 84.96022, 15.3; 209.16469, 15.3; 217.22794, 14.8; 186.03615, 11.4; 55.01861, 11; 117.95988, 10.9; 162.99394, 10.5; 217.2413, 9.9; 209.2012, 9.8; 126.99912, 8; 186.01012, 3.9; 149.05992, 3.5; 208.16948, 3.2; 168.07698, 3.1; 125.98644, 2.7; 96.08116, 2.3; 121.99368, 2.3; 122.23707, 2.2; 227.86736, 2.2; 114.88106, 2.1; 139.12253, 2; 142.61212, 1.9; 71.01339, 1.9; 117.82899, 1.8; 158.36017, 1.8; 53.49991, 1.8; 125.95366, 1.8; 181.79176, 1.8; 183.99544, 1.7; 80.87269, 1.7; 104.55003, 1.7; 84.15191, 1.7; 63.7975, 1.7; 65.27255, 1.6; 70.04475, 1.6; 65.0211, 1.6; 50.90067, 1.6; 70.24256, 1.5"
"I209.0843R7.18",209.0842635,430.7906915,"HILIC",1,"145.00957, 100; 87.04463, 87.4; 117.95989, 76.6; 119.0706, 69.4; 147.06517, 58.5; 115.03925, 50.8; 89.06033, 50.4; 209.20144, 42.5; 163.0199, 34.8; 83.01336, 31.1; 168.02503, 30.8; 59.04989, 29; 63.02709, 28.8; 209.16487, 27.2; 218.03111, 24.5; 209.16982, 22; 218.66104, 19.1; 209.0838, 18.4; 208.95707, 18.1; 158.98605, 16.5; 96.08132, 16.3; 85.02901, 13.7; 135.97025, 13.7; 209.12825, 13.1; 88.05245, 12.8; 208.1699, 11.7; 128.95364, 8.5; 168.07679, 8.3; 193.13342, 7.5; 192.14977, 6.7; 186.03585, 5.8; 89.02393, 4.5; 70.0659, 3.9; 210.15988, 3.7; 139.1234, 3.3; 126.99924, 3.1; 208.13284, 3.1; 71.04976, 3; 185.99734, 3; 209.1387, 2.7; 164.1073, 2.7; 192.10165, 2.6; 167.98691, 2.5; 210.19661, 2.5; 152.56801, 2.5; 210.11298, 2.4; 132.20338, 2.4; 149.06009, 2.4; 147.59462, 2.4; 124.89417, 2.4; 160.08475, 2.3; 121.42345, 2.3; 78.96006, 2.3; 123.2169, 2.2; 97.97141, 2.2; 195.95898, 2.2; 209.05412, 2.2; 191.11824, 2.2; 75.04454, 2.2; 112.45763, 2.2; 78.93143, 2.1; 58.07432, 2.1; 87.87495, 2.1; 179.97198, 2.1; 183.2316, 2.1; 171.59016, 2.1; 68.44334, 2; 50.26282, 2; 57.61542, 2; 109.71515, 2; 94.56887, 2; 85.55627, 2; 102.20048, 2; 61.49838, 2; 100.02489, 2; 82.8414, 2; 65.04414, 1.9; 72.12704, 1.9; 74.21841, 1.8"
"I209.0844R8.07",209.0843609,484.3683671,"HILIC",1,"69.03418, 100; 145.00941, 16; 129.05472, 10.1; 117.95982, 8.9; 209.08327, 8.2; 63.027, 7.6; 209.16156, 7.6; 209.09317, 7.2; 168.02554, 7.2; 163.02, 7; 75.04472, 5.5; 97.02886, 5.5; 209.2014, 4.3; 147.0655, 4; 209.12843, 3.6; 208.09866, 3.2; 149.02682, 2.9; 209.01509, 2.8; 115.03919, 2.6; 219.89507, 2.5; 186.03619, 2.3; 208.16991, 1.8; 149.05972, 1.8; 191.08958, 1.8; 208.13329, 1.8; 73.02905, 1.5; 158.98618, 1.4; 70.03751, 1.4; 135.97018, 1.3; 208.95677, 1.2; 128.9538, 1.2; 60.08153, 1.1; 221.23969, 1.1; 168.07645, 1.1; 209.10364, 1; 96.08123, 0.9; 139.1229, 0.9; 192.1496, 0.8; 221.25227, 0.8; 210.11237, 0.6; 85.029, 0.6; 209.17502, 0.6; 101.06005, 0.6"
"I211.0565R12.12",211.0564697,727.2634504,"HILIC",1,"212.09503, 100; 90.09187, 7.3; 123.01121, 3.1; 168.06883, 1.7; 72.08146, 1.7; 142.03503, 1.1; 211.18082, 0.9; 147.00688, 0.8; 193.13368, 0.7; 188.04059, 0.6; 165.0509, 0.6"
"Propionyl-L-carnitine",218.139234,337.8,"HILIC",1,"85.029, 100; 218.13889, 32.2; 159.06522, 19.3; 60.08149, 10; 160.03702, 5.3; 196.0455, 4.8; 94.06569, 4.7; 220.75243, 4.2; 218.21152, 4; 218.12826, 3.6; 218.15209, 2.7; 116.04723, 1.6; 114.09171, 1.5; 218.10324, 1.4; 223.77246, 1.3; 217.10533, 1.2; 89.32037, 1.2; 195.46556, 1; 73.15517, 1; 99.04461, 1; 188.0658, 0.9; 65.60966, 0.9; 110.89249, 0.9; 160.76349, 0.9; 95.91057, 0.9; 69.56845, 0.9; 75.29315, 0.9; 50.45332, 0.9; 70.1591, 0.9; 178.03444, 0.8; 144.8838, 0.8; 80.8372, 0.8; 83.4535, 0.8; 70.20705, 0.8; 60.23723, 0.8; 224.22913, 0.8; 50.35241, 0.8; 70.02181, 0.8; 66.8971, 0.8; 55.08776, 0.8; 122.92944, 0.8; 52.23501, 0.8; 84.45812, 0.8; 51.33197, 0.8; 89.34017, 0.7; 83.28486, 0.7"
"I219.1703R6.51",219.1703313,390.4889715,"HILIC",1,"144.10199, 100; 218.0117, 10.4; 220.16971, 6.5; 217.99873, 5.8; 144.10849, 3.3; 219.11249, 2.4; 114.09158, 2.1; 219.12343, 2; 219.16034, 1.9; 195.94379, 1.8; 159.78598, 1.6; 104.01526, 1.5; 61.36455, 1.4; 224.28711, 1.4"
"I221.0843R5.26",221.084251,315.8491613,"HILIC",1,"99.04454, 100; 117.05492, 48.2; 216.91447, 14.5; 221.0841, 13.1; 221.1281, 12.7; 220.16967, 11.6; 63.02703, 9.4; 221.20119, 8.9; 164.10694, 8.6; 71.04977, 7.3; 221.07395, 5.8; 81.03411, 4.8; 141.13876, 4.6; 94.06559, 4.4; 223.76881, 3.6; 222.11236, 2.4; 58.06596, 2.1; 223.78156, 1.7; 221.17404, 1.6; 159.06491, 1.5; 220.74228, 1.2; 119.04933, 1.1; 178.12227, 1.1; 221.0948, 1; 221.13875, 1; 123.3559, 1; 69.36201, 1; 195.85693, 0.9; 76.09398, 0.9; 151.97662, 0.9; 103.28651, 0.9; 55.45499, 0.9; 199.76627, 0.9; 104.97308, 0.9; 114.81123, 0.9; 96.08261, 0.9; 140.14653, 0.9; 145.74432, 0.9; 91.7264, 0.9; 68.90629, 0.9; 94.40011, 0.9; 54.27693, 0.8; 123.33575, 0.8; 105.42391, 0.8; 184.96994, 0.8; 140.92278, 0.8; 87.05959, 0.8; 56.6805, 0.8; 94.66274, 0.8; 54.04131, 0.7; 60.2477, 0.7"
"I221.0843R5.58",221.0842734,335.0619025,"HILIC",1,"99.04453, 100; 117.05491, 50.2; 221.08397, 13.2; 63.02701, 11.3; 221.1282, 10.2; 71.0498, 8.5; 220.16963, 6.9; 164.1069, 6.3; 221.20117, 5.9; 81.03402, 5.8; 223.76881, 5.5; 94.06554, 5.2; 221.0737, 4.2; 223.78156, 2.7; 159.06491, 2.3; 220.74228, 1.8; 119.04933, 1.7; 222.1122, 1.6; 58.06597, 1.6; 221.13875, 1.6; 123.3559, 1.5; 195.85693, 1.5; 76.09398, 1.4; 151.97662, 1.4; 55.45499, 1.4; 199.76627, 1.4; 140.14653, 1.4; 145.74432, 1.3; 91.7264, 1.3; 68.90629, 1.3; 94.40011, 1.3; 54.27693, 1.3; 123.33575, 1.3; 184.96994, 1.3; 56.6805, 1.2; 94.66274, 1.2; 60.2477, 1.1"
