Mass [m/z],Formula [M],Formula type,Species,CS [z],Polarity,Start [min],End [min],(N)CE,(N)CE type,MSX ID,Comment
652.4184,NA,NA,NA,NA,Positive,6.814570443,12.16100864,NA,NA,NA,NA
652.4941,NA,NA,NA,NA,Positive,16.2400339,20.67798521,NA,NA,NA,NA
652.5516,NA,NA,NA,NA,Positive,23.05964616,27.25172144,NA,NA,NA,NA
652.588,NA,NA,NA,NA,Positive,23.61782917,28.05578048,NA,NA,NA,NA
653.4757,NA,NA,NA,NA,Positive,21.71511919,26.1312823,NA,NA,NA,NA
654.4217,NA,NA,NA,NA,Positive,6.075902295,10.58671742,NA,NA,NA,NA
654.4341,NA,NA,NA,NA,Positive,8.715424374,13.54704797,NA,NA,NA,NA
654.5098,NA,NA,NA,NA,Positive,17.4191336,21.85708491,NA,NA,NA,NA
654.5673,NA,NA,NA,NA,Positive,23.82794729,27.82794729,NA,NA,NA,NA
654.6036,NA,NA,NA,NA,Positive,25.26856875,29.26856875,NA,NA,NA,NA
655.4914,NA,NA,NA,NA,Positive,22.27533876,26.89958343,NA,NA,NA,NA
656.4374,NA,NA,NA,NA,Positive,7.451173798,12.2763367,NA,NA,NA,NA
656.4497,NA,NA,NA,NA,Positive,10.57667718,15.40830078,NA,NA,NA,NA
656.489,NA,NA,NA,NA,Positive,20.88279297,24.88279297,NA,NA,NA,NA
656.5254,NA,NA,NA,NA,Positive,18.5982333,23.03618461,NA,NA,NA,NA
656.5829,NA,NA,NA,NA,Positive,24.59624841,28.59624841,NA,NA,NA,NA
656.6193,NA,NA,NA,NA,Positive,26.88561977,30.88561977,NA,NA,NA,NA
657.507,NA,NA,NA,NA,Positive,23.05964616,27.25172144,NA,NA,NA,NA
658.365,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
658.3715,NA,NA,NA,NA,Positive,2.973261459,6.973261459,NA,NA,NA,NA
658.453,NA,NA,NA,NA,Positive,8.8264453,12.8264453,NA,NA,NA,NA
658.5047,NA,NA,NA,NA,Positive,21.25093726,25.6510941,NA,NA,NA,NA
658.541,NA,NA,NA,NA,Positive,19.81102156,24.24897288,NA,NA,NA,NA
659.5227,NA,NA,NA,NA,Positive,23.82794729,27.82794729,NA,NA,NA,NA
660.3871,NA,NA,NA,NA,Positive,4.359300783,8.834514266,NA,NA,NA,NA
660.4687,NA,NA,NA,NA,Positive,9.690901673,15.0268797,NA,NA,NA,NA
660.5203,NA,NA,NA,NA,Positive,21.60307528,26.01923839,NA,NA,NA,NA
660.5567,NA,NA,NA,NA,Positive,20.99012126,25.8660239,NA,NA,NA,NA
661.4444,NA,NA,NA,NA,Positive,20.88279297,24.88279297,NA,NA,NA,NA
661.5383,NA,NA,NA,NA,Positive,24.59624841,28.59624841,NA,NA,NA,NA
662.4028,NA,NA,NA,NA,Positive,5.705738984,9.705738984,NA,NA,NA,NA
662.4843,NA,NA,NA,NA,Positive,11.53769483,16.40215121,NA,NA,NA,NA
662.536,NA,NA,NA,NA,Positive,22.17930112,26.57945796,NA,NA,NA,NA
662.5724,NA,NA,NA,NA,Positive,22.20290953,26.64086084,NA,NA,NA,NA
663.4601,NA,NA,NA,NA,Positive,21.25093726,25.6510941,NA,NA,NA,NA
664.4184,NA,NA,NA,NA,Positive,7.052177185,11.05217718,NA,NA,NA,NA
664.5,NA,NA,NA,NA,Positive,13.42378147,18.24894437,NA,NA,NA,NA
664.5516,NA,NA,NA,NA,Positive,22.73952069,27.34775908,NA,NA,NA,NA
664.588,NA,NA,NA,NA,Positive,23.38200923,27.81996054,NA,NA,NA,NA
665.4757,NA,NA,NA,NA,Positive,21.60307528,26.01923839,NA,NA,NA,NA
666.4217,NA,NA,NA,NA,Positive,5.840141466,9.840141466,NA,NA,NA,NA
666.4341,NA,NA,NA,NA,Positive,7.923401903,12.43821651,NA,NA,NA,NA
666.4734,NA,NA,NA,NA,Positive,20.21052949,24.21052949,NA,NA,NA,NA
666.5673,NA,NA,NA,NA,Positive,23.50782182,27.71590337,NA,NA,NA,NA
666.6036,NA,NA,NA,NA,Positive,24.59479749,29.03274881,NA,NA,NA,NA
667.4914,NA,NA,NA,NA,Positive,22.17930112,26.57945796,NA,NA,NA,NA
668.4374,NA,NA,NA,NA,Positive,7.215412968,11.68693463,NA,NA,NA,NA
668.4497,NA,NA,NA,NA,Positive,9.824255833,13.82425583,NA,NA,NA,NA
668.489,NA,NA,NA,NA,Positive,20.5626675,24.64269887,NA,NA,NA,NA
668.5254,NA,NA,NA,NA,Positive,18.36241336,22.36241336,NA,NA,NA,NA
668.5829,NA,NA,NA,NA,Positive,24.27612294,28.27612294,NA,NA,NA,NA
668.6193,NA,NA,NA,NA,Positive,26.21184851,30.21184851,NA,NA,NA,NA
669.507,NA,NA,NA,NA,Positive,22.73952069,27.34775908,NA,NA,NA,NA
670.365,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
670.453,NA,NA,NA,NA,Positive,8.590684471,12.59068447,NA,NA,NA,NA
670.4654,NA,NA,NA,NA,Positive,11.68550864,16.51713223,NA,NA,NA,NA
670.5047,NA,NA,NA,NA,Positive,20.93081179,25.33096863,NA,NA,NA,NA
670.541,NA,NA,NA,NA,Positive,19.57520162,24.01315294,NA,NA,NA,NA
670.5986,NA,NA,NA,NA,Positive,25.06043034,29.06043034,NA,NA,NA,NA
670.635,NA,NA,NA,NA,Positive,27.86258809,31.86258809,NA,NA,NA,NA
671.4288,NA,NA,NA,NA,Positive,20.21052949,24.21052949,NA,NA,NA,NA
671.5227,NA,NA,NA,NA,Positive,23.50782182,27.71590337,NA,NA,NA,NA
672.3806,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
672.3871,NA,NA,NA,NA,Positive,4.082092918,8.082092918,NA,NA,NA,NA
672.4687,NA,NA,NA,NA,Positive,9.926662502,13.9266625,NA,NA,NA,NA
672.5203,NA,NA,NA,NA,Positive,21.36298118,26.09926975,NA,NA,NA,NA
672.5567,NA,NA,NA,NA,Positive,20.75430132,25.19225264,NA,NA,NA,NA
673.4444,NA,NA,NA,NA,Positive,20.5626675,24.64269887,NA,NA,NA,NA
673.5383,NA,NA,NA,NA,Positive,24.27612294,28.27612294,NA,NA,NA,NA
674.4028,NA,NA,NA,NA,Positive,5.428531119,9.943345725,NA,NA,NA,NA
674.4843,NA,NA,NA,NA,Positive,10.83041235,15.30193401,NA,NA,NA,NA
674.536,NA,NA,NA,NA,Positive,21.93920702,26.46741404,NA,NA,NA,NA
674.5724,NA,NA,NA,NA,Positive,21.96708959,26.80930366,NA,NA,NA,NA
675.4601,NA,NA,NA,NA,Positive,20.93081179,25.33096863,NA,NA,NA,NA
675.554,NA,NA,NA,NA,Positive,25.06043034,29.06043034,NA,NA,NA,NA
676.4184,NA,NA,NA,NA,Positive,6.814570443,11.64619404,NA,NA,NA,NA
676.4941,NA,NA,NA,NA,Positive,16.17265677,20.17265677,NA,NA,NA,NA
676.5,NA,NA,NA,NA,Positive,12.67720551,16.67720551,NA,NA,NA,NA
676.5516,NA,NA,NA,NA,Positive,22.49942659,27.02763362,NA,NA,NA,NA
676.588,NA,NA,NA,NA,Positive,23.17987785,27.5841406,NA,NA,NA,NA
677.4757,NA,NA,NA,NA,Positive,21.36298118,26.09926975,NA,NA,NA,NA
678.4341,NA,NA,NA,NA,Positive,8.161008644,12.16100864,NA,NA,NA,NA
678.5098,NA,NA,NA,NA,Positive,16.94749372,21.35175647,NA,NA,NA,NA
678.5156,NA,NA,NA,NA,Positive,14.56329214,19.38845504,NA,NA,NA,NA
678.5673,NA,NA,NA,NA,Positive,23.20370262,27.81194101,NA,NA,NA,NA
678.6036,NA,NA,NA,NA,Positive,24.35897755,28.79692887,NA,NA,NA,NA
679.4914,NA,NA,NA,NA,Positive,21.93920702,26.46741404,NA,NA,NA,NA
680.4374,NA,NA,NA,NA,Positive,6.940358668,10.94035867,NA,NA,NA,NA
680.4497,NA,NA,NA,NA,Positive,9.032233362,14.37867156,NA,NA,NA,NA
680.489,NA,NA,NA,NA,Positive,20.65870514,24.65870514,NA,NA,NA,NA
680.5254,NA,NA,NA,NA,Positive,18.12659342,22.56454473,NA,NA,NA,NA
680.5829,NA,NA,NA,NA,Positive,23.97200375,28.1800853,NA,NA,NA,NA
680.6193,NA,NA,NA,NA,Positive,25.57176581,30.00971713,NA,NA,NA,NA
681.507,NA,NA,NA,NA,Positive,22.49942659,27.02763362,NA,NA,NA,NA
682.453,NA,NA,NA,NA,Positive,8.315630171,12.8264453,NA,NA,NA,NA
682.4654,NA,NA,NA,NA,Positive,10.93308729,15.76471089,NA,NA,NA,NA
682.5047,NA,NA,NA,NA,Positive,21.01084316,25.21892471,NA,NA,NA,NA
682.541,NA,NA,NA,NA,Positive,19.33938168,23.74364443,NA,NA,NA,NA
682.5986,NA,NA,NA,NA,Positive,24.74030488,28.74030488,NA,NA,NA,NA
682.635,NA,NA,NA,NA,Positive,27.22250539,31.22250539,NA,NA,NA,NA
683.5227,NA,NA,NA,NA,Positive,23.20370262,27.81194101,NA,NA,NA,NA
684.3806,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
684.4687,NA,NA,NA,NA,Positive,9.690901673,14.51606458,NA,NA,NA,NA
684.481,NA,NA,NA,NA,Positive,12.7943401,17.62596369,NA,NA,NA,NA
684.5203,NA,NA,NA,NA,Positive,21.37898745,25.79515056,NA,NA,NA,NA
684.5567,NA,NA,NA,NA,Positive,20.51848138,24.9564327,NA,NA,NA,NA
684.6142,NA,NA,NA,NA,Positive,25.52461227,29.52461227,NA,NA,NA,NA
684.6506,NA,NA,NA,NA,Positive,28.83955641,32.83955641,NA,NA,NA,NA
685.4444,NA,NA,NA,NA,Positive,20.65870514,24.65870514,NA,NA,NA,NA
685.5383,NA,NA,NA,NA,Positive,23.97200375,28.1800853,NA,NA,NA,NA
686.3963,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
686.4028,NA,NA,NA,NA,Positive,5.151323254,9.151323254,NA,NA,NA,NA
686.4843,NA,NA,NA,NA,Positive,11.06617318,15.06617318,NA,NA,NA,NA
686.536,NA,NA,NA,NA,Positive,21.95521329,26.56345169,NA,NA,NA,NA
686.5724,NA,NA,NA,NA,Positive,21.73126965,26.16922096,NA,NA,NA,NA
687.4601,NA,NA,NA,NA,Positive,21.01084316,25.21892471,NA,NA,NA,NA
687.554,NA,NA,NA,NA,Positive,24.74030488,28.74030488,NA,NA,NA,NA
688.4184,NA,NA,NA,NA,Positive,6.022547972,11.05217718,NA,NA,NA,NA
688.5,NA,NA,NA,NA,Positive,11.96992302,17.30590105,NA,NA,NA,NA
688.5516,NA,NA,NA,NA,Positive,22.38738268,26.93159597,NA,NA,NA,NA
688.588,NA,NA,NA,NA,Positive,22.94405791,27.78627198,NA,NA,NA,NA
689.4757,NA,NA,NA,NA,Positive,21.37898745,25.79515056,NA,NA,NA,NA
689.5696,NA,NA,NA,NA,Positive,25.52461227,29.52461227,NA,NA,NA,NA
690.4341,NA,NA,NA,NA,Positive,7.408587297,11.9234019,NA,NA,NA,NA
690.4734,NA,NA,NA,NA,Positive,19.47424091,23.47424091,NA,NA,NA,NA
690.5156,NA,NA,NA,NA,Positive,13.81671618,18.68117255,NA,NA,NA,NA
690.5673,NA,NA,NA,NA,Positive,22.96360852,27.49181555,NA,NA,NA,NA
690.6036,NA,NA,NA,NA,Positive,24.12315761,28.56110893,NA,NA,NA,NA
691.4914,NA,NA,NA,NA,Positive,21.95521329,26.56345169,NA,NA,NA,NA
692.4497,NA,NA,NA,NA,Positive,8.794626621,13.2698401,NA,NA,NA,NA
692.489,NA,NA,NA,NA,Positive,19.82637892,24.16251067,NA,NA,NA,NA
692.5313,NA,NA,NA,NA,Positive,15.70280281,20.56725919,NA,NA,NA,NA
692.5829,NA,NA,NA,NA,Positive,23.65187828,28.27612294,NA,NA,NA,NA
692.6193,NA,NA,NA,NA,Positive,25.33594587,29.77389719,NA,NA,NA,NA
693.507,NA,NA,NA,NA,Positive,22.38738268,26.93159597,NA,NA,NA,NA
694.453,NA,NA,NA,NA,Positive,8.079869342,12.07986934,NA,NA,NA,NA
694.4654,NA,NA,NA,NA,Positive,10.14106482,14.65587943,NA,NA,NA,NA
694.5047,NA,NA,NA,NA,Positive,20.19452321,24.89879925,NA,NA,NA,NA
694.5986,NA,NA,NA,NA,Positive,24.43618568,28.64426723,NA,NA,NA,NA
694.635,NA,NA,NA,NA,Positive,26.54873414,30.98668545,NA,NA,NA,NA
695.4288,NA,NA,NA,NA,Positive,19.47424091,23.47424091,NA,NA,NA,NA
695.5227,NA,NA,NA,NA,Positive,22.96360852,27.49181555,NA,NA,NA,NA
696.4687,NA,NA,NA,NA,Positive,8.944325715,13.96595597,NA,NA,NA,NA
696.481,NA,NA,NA,NA,Positive,12.04191875,16.04191875,NA,NA,NA,NA
696.5203,NA,NA,NA,NA,Positive,20.77074906,25.66710037,NA,NA,NA,NA
696.5567,NA,NA,NA,NA,Positive,20.28266144,24.28266144,NA,NA,NA,NA
696.6142,NA,NA,NA,NA,Positive,25.20448681,29.20448681,NA,NA,NA,NA
696.6506,NA,NA,NA,NA,Positive,28.19947372,32.19947372,NA,NA,NA,NA
697.4444,NA,NA,NA,NA,Positive,19.82637892,24.16251067,NA,NA,NA,NA
697.5383,NA,NA,NA,NA,Positive,23.65187828,28.27612294,NA,NA,NA,NA
698.3963,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
698.4843,NA,NA,NA,NA,Positive,10.31959722,14.83041235,NA,NA,NA,NA
698.4967,NA,NA,NA,NA,Positive,13.94277268,18.77439628,NA,NA,NA,NA
698.536,NA,NA,NA,NA,Positive,21.33096863,26.24332622,NA,NA,NA,NA
698.5724,NA,NA,NA,NA,Positive,21.4954497,25.4954497,NA,NA,NA,NA
698.6299,NA,NA,NA,NA,Positive,25.9887942,29.9887942,NA,NA,NA,NA
698.6662,NA,NA,NA,NA,Positive,29.81652474,33.81652474,NA,NA,NA,NA
699.4601,NA,NA,NA,NA,Positive,20.19452321,24.89879925,NA,NA,NA,NA
699.554,NA,NA,NA,NA,Positive,24.43618568,28.64426723,NA,NA,NA,NA
700.4119,NA,NA,NA,NA,Positive,0,4.635332079,NA,NA,NA,NA
700.4184,NA,NA,NA,NA,Positive,6.260154714,10.26015471,NA,NA,NA,NA
700.5,NA,NA,NA,NA,Positive,11.69486872,16.20568385,NA,NA,NA,NA
700.5516,NA,NA,NA,NA,Positive,22.03524466,27.01162734,NA,NA,NA,NA
700.588,NA,NA,NA,NA,Positive,22.70823797,27.11250072,NA,NA,NA,NA
701.4757,NA,NA,NA,NA,Positive,20.77074906,25.66710037,NA,NA,NA,NA
701.5696,NA,NA,NA,NA,Positive,25.20448681,29.20448681,NA,NA,NA,NA
702.4341,NA,NA,NA,NA,Positive,7.131379432,12.12140752,NA,NA,NA,NA
702.5156,NA,NA,NA,NA,Positive,13.10943369,17.58095535,NA,NA,NA,NA
702.5673,NA,NA,NA,NA,Positive,22.72351442,27.37977163,NA,NA,NA,NA
702.6036,NA,NA,NA,NA,Positive,23.92102623,28.7632403,NA,NA,NA,NA
703.4914,NA,NA,NA,NA,Positive,21.33096863,26.24332622,NA,NA,NA,NA
703.5853,NA,NA,NA,NA,Positive,25.9887942,29.9887942,NA,NA,NA,NA
704.4497,NA,NA,NA,NA,Positive,8.517418756,13.03223336,NA,NA,NA,NA
704.5254,NA,NA,NA,NA,Positive,17.65495354,21.65495354,NA,NA,NA,NA
704.5313,NA,NA,NA,NA,Positive,14.99552033,18.99552033,NA,NA,NA,NA
704.5829,NA,NA,NA,NA,Positive,23.42779045,27.95599748,NA,NA,NA,NA
704.6193,NA,NA,NA,NA,Positive,25.10012593,29.53807725,NA,NA,NA,NA
705.507,NA,NA,NA,NA,Positive,22.03524466,27.01162734,NA,NA,NA,NA
706.365,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
706.4654,NA,NA,NA,NA,Positive,9.90345808,14.37867156,NA,NA,NA,NA
706.541,NA,NA,NA,NA,Positive,18.83405324,22.83405324,NA,NA,NA,NA
706.5469,NA,NA,NA,NA,Positive,16.88160696,21.70676986,NA,NA,NA,NA
706.5986,NA,NA,NA,NA,Positive,24.11606021,28.7242986,NA,NA,NA,NA
706.635,NA,NA,NA,NA,Positive,26.3129142,30.75086551,NA,NA,NA,NA
707.5227,NA,NA,NA,NA,Positive,22.72351442,27.37977163,NA,NA,NA,NA
708.3806,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
708.4687,NA,NA,NA,NA,Positive,9.180086544,13.18008654,NA,NA,NA,NA
708.481,NA,NA,NA,NA,Positive,11.2894974,15.76471089,NA,NA,NA,NA
708.5203,NA,NA,NA,NA,Positive,20.85078043,25.55505646,NA,NA,NA,NA
708.5567,NA,NA,NA,NA,Positive,20.0468415,24.48479282,NA,NA,NA,NA
708.6142,NA,NA,NA,NA,Positive,24.90036761,29.10844916,NA,NA,NA,NA
708.6506,NA,NA,NA,NA,Positive,27.52570246,31.96365378,NA,NA,NA,NA
709.5383,NA,NA,NA,NA,Positive,23.42779045,27.95599748,NA,NA,NA,NA
710.3963,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
710.4843,NA,NA,NA,NA,Positive,10.08383639,15.06617318,NA,NA,NA,NA
710.4967,NA,NA,NA,NA,Positive,13.19035134,17.19035134,NA,NA,NA,NA
710.536,NA,NA,NA,NA,Positive,21.21892471,26.1312823,NA,NA,NA,NA
710.5724,NA,NA,NA,NA,Positive,21.25962976,25.25962976,NA,NA,NA,NA
710.6299,NA,NA,NA,NA,Positive,25.66866874,29.66866874,NA,NA,NA,NA
710.6662,NA,NA,NA,NA,Positive,29.17644204,33.17644204,NA,NA,NA,NA
711.554,NA,NA,NA,NA,Positive,24.11606021,28.7242986,NA,NA,NA,NA
712.4119,NA,NA,NA,NA,Positive,0,3.877021278,NA,NA,NA,NA
712.5,NA,NA,NA,NA,Positive,11.45910789,15.96992302,NA,NA,NA,NA
712.5123,NA,NA,NA,NA,Positive,15.05160414,19.05160414,NA,NA,NA,NA
712.5516,NA,NA,NA,NA,Positive,21.79515056,26.70750815,NA,NA,NA,NA
712.588,NA,NA,NA,NA,Positive,22.47241803,26.91036935,NA,NA,NA,NA
712.6455,NA,NA,NA,NA,Positive,26.45297614,30.45297614,NA,NA,NA,NA
712.6819,NA,NA,NA,NA,Positive,30.82718162,34.82718162,NA,NA,NA,NA
713.4757,NA,NA,NA,NA,Positive,20.85078043,25.55505646,NA,NA,NA,NA
713.5696,NA,NA,NA,NA,Positive,24.90036761,29.10844916,NA,NA,NA,NA
714.4276,NA,NA,NA,NA,Positive,1.014487479,5.899183413,NA,NA,NA,NA
714.4341,NA,NA,NA,NA,Positive,7.368986173,11.36898617,NA,NA,NA,NA
714.5156,NA,NA,NA,NA,Positive,12.87367287,17.34519452,NA,NA,NA,NA
714.5673,NA,NA,NA,NA,Positive,22.48342032,27.47580927,NA,NA,NA,NA
714.6036,NA,NA,NA,NA,Positive,23.68520629,28.08946905,NA,NA,NA,NA
715.4914,NA,NA,NA,NA,Positive,21.21892471,26.1312823,NA,NA,NA,NA
715.5853,NA,NA,NA,NA,Positive,25.66866874,29.66866874,NA,NA,NA,NA
716.4497,NA,NA,NA,NA,Positive,8.240210891,13.2698401,NA,NA,NA,NA
716.5313,NA,NA,NA,NA,Positive,14.24894437,18.7597595,NA,NA,NA,NA
716.5829,NA,NA,NA,NA,Positive,23.18769635,27.84395356,NA,NA,NA,NA
716.6193,NA,NA,NA,NA,Positive,24.89799456,29.74020863,NA,NA,NA,NA
717.507,NA,NA,NA,NA,Positive,21.79515056,26.70750815,NA,NA,NA,NA
717.6009,NA,NA,NA,NA,Positive,26.45297614,30.45297614,NA,NA,NA,NA
718.4654,NA,NA,NA,NA,Positive,9.626250215,14.14106482,NA,NA,NA,NA
718.5047,NA,NA,NA,NA,Positive,20.16251067,24.37059222,NA,NA,NA,NA
718.5469,NA,NA,NA,NA,Positive,16.135031,20.135031,NA,NA,NA,NA
718.5986,NA,NA,NA,NA,Positive,23.89197238,28.42017941,NA,NA,NA,NA
718.635,NA,NA,NA,NA,Positive,26.11078282,30.51504557,NA,NA,NA,NA
719.5227,NA,NA,NA,NA,Positive,22.48342032,27.47580927,NA,NA,NA,NA
720.3806,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
720.481,NA,NA,NA,NA,Positive,11.01228954,15.52710415,NA,NA,NA,NA
720.5203,NA,NA,NA,NA,Positive,20.53065496,25.07486825,NA,NA,NA,NA
720.5626,NA,NA,NA,NA,Positive,18.02111763,22.02111763,NA,NA,NA,NA
720.6142,NA,NA,NA,NA,Positive,24.58024214,29.20448681,NA,NA,NA,NA
720.6506,NA,NA,NA,NA,Positive,27.32357108,31.72783384,NA,NA,NA,NA
721.5383,NA,NA,NA,NA,Positive,23.18769635,27.84395356,NA,NA,NA,NA
722.3963,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
722.4843,NA,NA,NA,NA,Positive,10.31959722,14.31959722,NA,NA,NA,NA
722.4967,NA,NA,NA,NA,Positive,12.39832886,16.91314347,NA,NA,NA,NA
722.536,NA,NA,NA,NA,Positive,20.97883061,25.81115683,NA,NA,NA,NA
722.6299,NA,NA,NA,NA,Positive,25.36454954,29.57263109,NA,NA,NA,NA
722.6662,NA,NA,NA,NA,Positive,28.53635935,32.9406221,NA,NA,NA,NA
723.4601,NA,NA,NA,NA,Positive,20.16251067,24.37059222,NA,NA,NA,NA
723.554,NA,NA,NA,NA,Positive,23.89197238,28.42017941,NA,NA,NA,NA
724.4119,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
724.4184,NA,NA,NA,NA,Positive,5.190924378,9.190924378,NA,NA,NA,NA
724.5,NA,NA,NA,NA,Positive,11.22334706,16.20568385,NA,NA,NA,NA
724.5123,NA,NA,NA,NA,Positive,14.29918279,18.29918279,NA,NA,NA,NA
724.5516,NA,NA,NA,NA,Positive,21.55505646,26.46741404,NA,NA,NA,NA
724.588,NA,NA,NA,NA,Positive,22.23659809,26.23659809,NA,NA,NA,NA
724.6455,NA,NA,NA,NA,Positive,26.14885694,30.14885694,NA,NA,NA,NA
724.6819,NA,NA,NA,NA,Positive,30.18709893,34.18709893,NA,NA,NA,NA
725.4757,NA,NA,NA,NA,Positive,20.53065496,25.07486825,NA,NA,NA,NA
725.5696,NA,NA,NA,NA,Positive,24.58024214,29.20448681,NA,NA,NA,NA
726.4276,NA,NA,NA,NA,Positive,0.256176678,5.140872612,NA,NA,NA,NA
726.4341,NA,NA,NA,NA,Positive,6.576963702,10.5769637,NA,NA,NA,NA
726.5156,NA,NA,NA,NA,Positive,12.59861856,17.10943369,NA,NA,NA,NA
726.528,NA,NA,NA,NA,Positive,16.20003672,20.20003672,NA,NA,NA,NA
726.5673,NA,NA,NA,NA,Positive,22.25933249,27.1556838,NA,NA,NA,NA
726.6036,NA,NA,NA,NA,Positive,23.44938635,27.44938635,NA,NA,NA,NA
726.6612,NA,NA,NA,NA,Positive,26.93316434,30.93316434,NA,NA,NA,NA
726.6975,NA,NA,NA,NA,Positive,31.83783851,35.83783851,NA,NA,NA,NA
727.4914,NA,NA,NA,NA,Positive,20.97883061,25.81115683,NA,NA,NA,NA
727.5853,NA,NA,NA,NA,Positive,25.36454954,29.57263109,NA,NA,NA,NA
728.4432,NA,NA,NA,NA,Positive,2.236210436,7.163034748,NA,NA,NA,NA
728.4497,NA,NA,NA,NA,Positive,7.963003026,12.47781763,NA,NA,NA,NA
728.5313,NA,NA,NA,NA,Positive,14.01318354,18.52399867,NA,NA,NA,NA
728.5829,NA,NA,NA,NA,Positive,22.94760225,27.9399912,NA,NA,NA,NA
728.6193,NA,NA,NA,NA,Positive,24.66217462,29.10012593,NA,NA,NA,NA
729.507,NA,NA,NA,NA,Positive,21.55505646,26.46741404,NA,NA,NA,NA
729.6009,NA,NA,NA,NA,Positive,26.14885694,30.14885694,NA,NA,NA,NA
730.4654,NA,NA,NA,NA,Positive,9.349042351,14.37867156,NA,NA,NA,NA
730.541,NA,NA,NA,NA,Positive,18.36241336,22.36241336,NA,NA,NA,NA
730.5469,NA,NA,NA,NA,Positive,15.38845504,19.89927017,NA,NA,NA,NA
730.5986,NA,NA,NA,NA,Positive,23.65187828,28.30813549,NA,NA,NA,NA
730.635,NA,NA,NA,NA,Positive,25.87496288,30.71717695,NA,NA,NA,NA
731.5227,NA,NA,NA,NA,Positive,22.25933249,27.1556838,NA,NA,NA,NA
731.6166,NA,NA,NA,NA,Positive,26.93316434,30.93316434,NA,NA,NA,NA
732.3806,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
732.4687,NA,NA,NA,NA,Positive,8.197749756,12.19774976,NA,NA,NA,NA
732.481,NA,NA,NA,NA,Positive,10.7746828,15.24989628,NA,NA,NA,NA
732.5203,NA,NA,NA,NA,Positive,20.6266926,25.33096863,NA,NA,NA,NA
732.5567,NA,NA,NA,NA,Positive,19.57520162,23.57520162,NA,NA,NA,NA
732.5626,NA,NA,NA,NA,Positive,17.31383515,21.31383515,NA,NA,NA,NA
732.6142,NA,NA,NA,NA,Positive,24.35615431,28.88436134,NA,NA,NA,NA
732.6506,NA,NA,NA,NA,Positive,27.08775114,31.52570246,NA,NA,NA,NA
733.5383,NA,NA,NA,NA,Positive,22.94760225,27.9399912,NA,NA,NA,NA
734.3963,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
734.4843,NA,NA,NA,NA,Positive,9.573021259,13.57302126,NA,NA,NA,NA
734.4967,NA,NA,NA,NA,Positive,12.16072212,16.63593561,NA,NA,NA,NA
734.536,NA,NA,NA,NA,Positive,20.99483689,25.90719447,NA,NA,NA,NA
734.5724,NA,NA,NA,NA,Positive,20.78798988,24.78798988,NA,NA,NA,NA
734.5782,NA,NA,NA,NA,Positive,19.19992178,23.19992178,NA,NA,NA,NA
734.6299,NA,NA,NA,NA,Positive,25.06043034,29.66866874,NA,NA,NA,NA
734.6662,NA,NA,NA,NA,Positive,28.30053941,32.73849072,NA,NA,NA,NA
735.554,NA,NA,NA,NA,Positive,23.65187828,28.30813549,NA,NA,NA,NA
736.4119,NA,NA,NA,NA,Positive,0,3.750636144,NA,NA,NA,NA
736.5,NA,NA,NA,NA,Positive,10.98758623,15.45910789,NA,NA,NA,NA
736.5123,NA,NA,NA,NA,Positive,13.54676145,18.06157605,NA,NA,NA,NA
736.5516,NA,NA,NA,NA,Positive,21.57106273,26.48342032,NA,NA,NA,NA
736.588,NA,NA,NA,NA,Positive,22.00077815,26.43872947,NA,NA,NA,NA
736.6455,NA,NA,NA,NA,Positive,25.82873147,30.03681303,NA,NA,NA,NA
736.6819,NA,NA,NA,NA,Positive,29.51332767,33.95127899,NA,NA,NA,NA
737.4757,NA,NA,NA,NA,Positive,20.6266926,25.33096863,NA,NA,NA,NA
737.5696,NA,NA,NA,NA,Positive,24.35615431,28.88436134,NA,NA,NA,NA
738.4276,NA,NA,NA,NA,Positive,0.045534789,4.930230723,NA,NA,NA,NA
738.5156,NA,NA,NA,NA,Positive,12.36285774,17.38448799,NA,NA,NA,NA
738.528,NA,NA,NA,NA,Positive,15.44761538,19.44761538,NA,NA,NA,NA
738.5673,NA,NA,NA,NA,Positive,22.01923839,27.05964616,NA,NA,NA,NA
738.6036,NA,NA,NA,NA,Positive,23.21356641,27.21356641,NA,NA,NA,NA
738.6612,NA,NA,NA,NA,Positive,26.61303887,30.61303887,NA,NA,NA,NA
738.6975,NA,NA,NA,NA,Positive,31.16406725,35.16406725,NA,NA,NA,NA
